ensembl,gene,DE.iPSC
ENSG00000128965,CHAC1,1
ENSG00000143942,CHAC2,1
ENSG00000167670,CHAF1A,1
ENSG00000106153,CHCHD2,1
ENSG00000106554,CHCHD3,1
ENSG00000125611,CHCHD5,1
ENSG00000170004,CHD3,1
ENSG00000016391,CHDH,1
ENSG00000072609,CHFR,1
ENSG00000177830,CHID1,1
ENSG00000083937,CHMP2B,1
ENSG00000086065,CHMP5,1
ENSG00000106069,CHN2,1
ENSG00000166869,CHP2,1
ENSG00000111666,CHPT1,1
ENSG00000101204,CHRNA4,1
ENSG00000169684,CHRNA5,1
ENSG00000174343,CHRNA9,1
ENSG00000108556,CHRNE,1
ENSG00000175264,CHST1,1
ENSG00000180767,CHST13,1
ENSG00000182022,CHST15,1
ENSG00000183196,CHST6,1
ENSG00000124302,CHST8,1
ENSG00000127586,CHTF18,1
ENSG00000160679,CHTOP,1
ENSG00000213341,CHUK,1
ENSG00000136425,CIB2,1
ENSG00000122873,CISD1,1
ENSG00000114737,CISH,1
ENSG00000125931,CITED1,1
ENSG00000136108,CKAP2,1
ENSG00000169607,CKAP2L,1
ENSG00000136026,CKAP4,1
ENSG00000131730,CKMT2,1
ENSG00000121940,CLCC1,1
ENSG00000188037,CLCN1,1
ENSG00000114859,CLCN2,1
ENSG00000109572,CLCN3,1
ENSG00000073464,CLCN4,1
ENSG00000103249,CLCN7,1
ENSG00000013297,CLDN11,1
ENSG00000164007,CLDN19,1
ENSG00000080822,CLDND1,1
ENSG00000176435,CLEC14A,1
ENSG00000153132,CLGN,1
ENSG00000162994,CLHC1,1
ENSG00000169504,CLIC4,1
ENSG00000113282,CLINT1,1
ENSG00000130779,CLIP1,1
ENSG00000105270,CLIP3,1
ENSG00000165959,CLMN,1
ENSG00000128973,CLN6,1
ENSG00000074201,CLNS1A,1
ENSG00000162129,CLPB,1
ENSG00000196748,CLPSL2,1
ENSG00000166855,CLPX,1
ENSG00000171603,CLSTN1,1
ENSG00000139182,CLSTN3,1
ENSG00000122705,CLTA,1
ENSG00000103351,CLUAP1,1
ENSG00000132361,CLUH,1
ENSG00000164237,CMBL,1
ENSG00000134326,CMPK2,1
ENSG00000184220,CMSS1,1
ENSG00000140931,CMTM3,1
ENSG00000183723,CMTM4,1
ENSG00000170293,CMTM8,1
ENSG00000133313,CNDP2,1
ENSG00000100528,CNIH1,1
ENSG00000143786,CNIH3,1
ENSG00000149970,CNKSR2,1
ENSG00000136110,CNMD,1
ENSG00000148842,CNNM2,1
ENSG00000182973,CNOT10,1
ENSG00000113300,CNOT6,1
ENSG00000138767,CNOT6L,1
ENSG00000198791,CNOT7,1
ENSG00000144580,CNOT9,1
ENSG00000173786,CNP,1
ENSG00000115649,CNPPD1,1
ENSG00000184144,CNTN2,1
ENSG00000144619,CNTN4,1
ENSG00000108797,CNTNAP1,1
ENSG00000162377,COA7,1
ENSG00000068120,COASY,1
ENSG00000106078,COBL,1
ENSG00000082438,COBLL1,1
ENSG00000100473,COCH,1
ENSG00000111799,COL12A1,1
ENSG00000187955,COL14A1,1
ENSG00000124749,COL21A1,1
ENSG00000050767,COL23A1,1
ENSG00000171502,COL24A1,1
ENSG00000188517,COL25A1,1
ENSG00000196739,COL27A1,1
ENSG00000187498,COL4A1,1
ENSG00000169031,COL4A3,1
ENSG00000130635,COL5A1,1
ENSG00000204262,COL5A2,1
ENSG00000080573,COL5A3,1
ENSG00000142156,COL6A1,1
ENSG00000142173,COL6A2,1
ENSG00000163359,COL6A3,1
ENSG00000171812,COL8A2,1
ENSG00000112280,COL9A1,1
ENSG00000196167,COLCA1,1
ENSG00000145781,COMMD10,1
ENSG00000170619,COMMD5,1
ENSG00000188243,COMMD6,1
ENSG00000149600,COMMD7,1
ENSG00000110442,COMMD9,1
ENSG00000093010,COMT,1
ENSG00000143207,COP1,1
ENSG00000158623,COPG2,1
ENSG00000121022,COPS5,1
ENSG00000173085,COQ2,1
ENSG00000132423,COQ3,1
ENSG00000119723,COQ6,1
ENSG00000172725,CORO1B,1
ENSG00000103647,CORO2B,1
ENSG00000103426,CORO7-PAM16,1
ENSG00000103187,COTL1,1
ENSG00000178449,COX14,1
ENSG00000138495,COX17,1
ENSG00000163626,COX18,1
ENSG00000203667,COX20,1
ENSG00000131143,COX4I1,1
ENSG00000160471,COX6B2,1
ENSG00000047457,CP,1
ENSG00000108582,CPD,1
ENSG00000113742,CPEB4,1
ENSG00000140848,CPNE2,1
ENSG00000196353,CPNE4,1
ENSG00000178773,CPNE7,1
ENSG00000080819,CPOX,1
ENSG00000103381,CPPED1,1
ENSG00000149532,CPSF7,1
ENSG00000110090,CPT1A,1
ENSG00000169169,CPT1C,1
ENSG00000157184,CPT2,1
ENSG00000088882,CPXM1,1
ENSG00000121898,CPXM2,1
ENSG00000117322,CR2,1
ENSG00000143320,CRABP2,1
ENSG00000130038,CRACR2A,1
ENSG00000148204,CRB2,1
ENSG00000241258,CRCP,1
ENSG00000143578,CREB3L4,1
ENSG00000164463,CREBRF,1
ENSG00000120088,CRHR1,1
ENSG00000150938,CRIM1,1
ENSG00000182809,CRIP2,1
ENSG00000119878,CRIPT,1
ENSG00000121005,CRISPLD1,1
ENSG00000088766,CRLS1,1
ENSG00000072832,CRMP1,1
ENSG00000005469,CROT,1
ENSG00000095713,CRTAC1,1
ENSG00000170275,CRTAP,1
ENSG00000105662,CRTC1,1
ENSG00000008405,CRY1,1
ENSG00000109846,CRYAB,1
ENSG00000100122,CRYBB1,1
ENSG00000112297,CRYBG1,1
ENSG00000080200,CRYBG3,1
ENSG00000103316,CRYM,1
ENSG00000139631,CSAD,1
ENSG00000172346,CSDC2,1
ENSG00000009307,CSDE1,1
ENSG00000103653,CSK,1
ENSG00000214756,CSKMT,1
ENSG00000180138,CSNK1A1L,1
ENSG00000141551,CSNK1D,1
ENSG00000133275,CSNK1G2,1
ENSG00000151292,CSNK1G3,1
ENSG00000104218,CSPP1,1
ENSG00000144655,CSRNP1,1
ENSG00000175183,CSRP2,1
ENSG00000101138,CSTF1,1
ENSG00000117151,CTBS,1
ENSG00000178971,CTC1,1
ENSG00000060069,CTDP1,1
ENSG00000144579,CTDSP1,1
ENSG00000134030,CTIF,1
ENSG00000044115,CTNNA1,1
ENSG00000119326,CTNNAL1,1
ENSG00000178585,CTNNBIP1,1
ENSG00000171793,CTPS1,1
ENSG00000109861,CTSC,1
ENSG00000174080,CTSF,1
ENSG00000256043,CTSO,1
ENSG00000101160,CTSZ,1
ENSG00000085733,CTTN,1
ENSG00000180891,CUEDC1,1
ENSG00000112514,CUTA,1
ENSG00000257923,CUX1,1
ENSG00000111249,CUX2,1
ENSG00000138161,CUZD1,1
ENSG00000150316,CWC15,1
ENSG00000107562,CXCL12,1
ENSG00000163734,CXCL3,1
ENSG00000018610,CXorf56,1
ENSG00000147231,CXorf57,1
ENSG00000168772,CXXC4,1
ENSG00000008283,CYB561,1
ENSG00000162144,CYB561A3,1
ENSG00000114395,CYB561D2,1
ENSG00000166347,CYB5A,1
ENSG00000166394,CYB5R2,1
ENSG00000100243,CYB5R3,1
ENSG00000051523,CYBA,1
ENSG00000071967,CYBRD1,1
ENSG00000172115,CYCS,1
ENSG00000055163,CYFIP2,1
ENSG00000186104,CYP2R1,1
ENSG00000155016,CYP2U1,1
ENSG00000146233,CYP39A1,1
ENSG00000186377,CYP4X1,1
ENSG00000120306,CYSTM1,1
ENSG00000170891,CYTL1,1
ENSG00000180902,D2HGDH,1
ENSG00000146122,DAAM2,1
ENSG00000173402,DAG1,1
ENSG00000164535,DAGLB,1
ENSG00000035664,DAPK2,1
ENSG00000117593,DARS2,1
ENSG00000204209,DAXX,1
ENSG00000183283,DAZAP2,1
ENSG00000092345,DAZL,1
ENSG00000006634,DBF4,1
ENSG00000003249,DBNDD1,1
ENSG00000137992,DBT,1
ENSG00000145041,DCAF1,1
ENSG00000100897,DCAF11,1
ENSG00000164934,DCAF13,1
ENSG00000115827,DCAF17,1
ENSG00000136485,DCAF7,1
ENSG00000172992,DCAKD,1
ENSG00000187323,DCC,1
ENSG00000197410,DCHS2,1
ENSG00000156136,DCK,1
ENSG00000133083,DCLK1,1
ENSG00000118655,DCLRE1B,1
ENSG00000110063,DCPS,1
ENSG00000129187,DCTD,1
ENSG00000204843,DCTN1,1
ENSG00000137100,DCTN3,1
ENSG00000104671,DCTN6,1
ENSG00000179958,DCTPP1,1
ENSG00000109184,DCUN1D4,1
ENSG00000137692,DCUN1D5,1
ENSG00000169738,DCXR,1
ENSG00000213722,DDAH2,1
ENSG00000168209,DDIT4,1
ENSG00000162733,DDR2,1
ENSG00000088205,DDX18,1
ENSG00000168872,DDX19A,1
ENSG00000157349,DDX19B,1
ENSG00000174243,DDX23,1
ENSG00000109832,DDX25,1
ENSG00000105671,DDX49,1
ENSG00000108654,DDX5,1
ENSG00000185163,DDX51,1
ENSG00000111364,DDX55,1
ENSG00000107201,DDX58,1
ENSG00000118197,DDX59,1
ENSG00000137628,DDX60,1
ENSG00000181381,DDX60L,1
ENSG00000104325,DECR1,1
ENSG00000242612,DECR2,1
ENSG00000137145,DENND4C,1
ENSG00000170456,DENND5B,1
ENSG00000205593,DENND6B,1
ENSG00000035499,DEPDC1B,1
ENSG00000166153,DEPDC4,1
ENSG00000023697,DERA,1
ENSG00000140543,DET1,1
ENSG00000165325,DEUP1,1
ENSG00000160049,DFFA,1
ENSG00000062282,DGAT2,1
ENSG00000128191,DGCR8,1
ENSG00000136267,DGKB,1
ENSG00000133943,DGLUCY,1
ENSG00000117682,DHDDS,1
ENSG00000104808,DHDH,1
ENSG00000228716,DHFR,1
ENSG00000178700,DHFR2,1
ENSG00000157379,DHRS1,1
ENSG00000102796,DHRS12,1
ENSG00000215256,DHRS4-AS1,1
ENSG00000100612,DHRS7,1
ENSG00000109016,DHRS7B,1
ENSG00000181192,DHTKD1,1
ENSG00000089876,DHX32,1
ENSG00000134815,DHX34,1
ENSG00000108771,DHX58,1
ENSG00000184047,DIABLO,1
ENSG00000147202,DIAPH2,1
ENSG00000101191,DIDO1,1
ENSG00000160305,DIP2A,1
ENSG00000066084,DIP2B,1
ENSG00000138463,DIRC2,1
ENSG00000231672,DIRC3,1
ENSG00000083520,DIS3,1
ENSG00000162946,DISC1,1
ENSG00000104901,DKKL1,1
ENSG00000164741,DLC1,1
ENSG00000186047,DLEU7,1
ENSG00000150672,DLG2,1
ENSG00000233871,DLG5-AS1,1
ENSG00000170579,DLGAP1,1
ENSG00000198010,DLGAP2,1
ENSG00000006377,DLX6,1
ENSG00000105341,DMAC2,1
ENSG00000178028,DMAP1,1
ENSG00000100206,DMC1,1
ENSG00000176399,DMRTA1,1
ENSG00000172869,DMXL1,1
ENSG00000104093,DMXL2,1
ENSG00000185842,DNAH14,1
ENSG00000187775,DNAH17,1
ENSG00000124721,DNAH8,1
ENSG00000140403,DNAJA4,1
ENSG00000148719,DNAJB12,1
ENSG00000172404,DNAJB7,1
ENSG00000077232,DNAJC10,1
ENSG00000007923,DNAJC11,1
ENSG00000108176,DNAJC12,1
ENSG00000170464,DNAJC18,1
ENSG00000205981,DNAJC19,1
ENSG00000176410,DNAJC30,1
ENSG00000126698,DNAJC8,1
ENSG00000213551,DNAJC9,1
ENSG00000119661,DNAL1,1
ENSG00000213918,DNASE1,1
ENSG00000187957,DNER,1
ENSG00000197959,DNM3,1
ENSG00000119772,DNMT3A,1
ENSG00000123992,DNPEP,1
ENSG00000147251,DOCK11,1
ENSG00000134516,DOCK2,1
ENSG00000088538,DOCK3,1
ENSG00000128512,DOCK4,1
ENSG00000147459,DOCK5,1
ENSG00000130158,DOCK6,1
ENSG00000088387,DOCK9,1
ENSG00000115325,DOK1,1
ENSG00000146094,DOK3,1
ENSG00000159147,DONSON,1
ENSG00000142197,DOPEY2,1
ENSG00000133884,DPF2,1
ENSG00000132768,DPH2,1
ENSG00000134146,DPH6,1
ENSG00000000419,DPM1,1
ENSG00000175497,DPP10,1
ENSG00000176978,DPP7,1
ENSG00000092964,DPYSL2,1
ENSG00000113657,DPYSL3,1
ENSG00000157851,DPYSL5,1
ENSG00000108591,DRG2,1
ENSG00000102385,DRP2,1
ENSG00000136982,DSCC1,1
ENSG00000149636,DSN1,1
ENSG00000151914,DST,1
ENSG00000125868,DSTN,1
ENSG00000129480,DTD2,1
ENSG00000134769,DTNA,1
ENSG00000168393,DTYMK,1
ENSG00000143507,DUSP10,1
ENSG00000081721,DUSP12,1
ENSG00000079393,DUSP13,1
ENSG00000111266,DUSP16,1
ENSG00000120875,DUSP4,1
ENSG00000138166,DUSP5,1
ENSG00000130829,DUSP9,1
ENSG00000128951,DUT,1
ENSG00000004975,DVL2,1
ENSG00000204348,DXO,1
ENSG00000133665,DYDC2,1
ENSG00000158560,DYNC1I1,1
ENSG00000144635,DYNC1LI1,1
ENSG00000138036,DYNC2LI1,1
ENSG00000105204,DYRK1B,1
ENSG00000143479,DYRK3,1
ENSG00000010219,DYRK4,1
ENSG00000134874,DZIP1,1
ENSG00000101412,E2F1,1
ENSG00000007968,E2F2,1
ENSG00000205250,E2F4,1
ENSG00000165891,E2F7,1
ENSG00000144597,EAF1,1
ENSG00000145088,EAF2,1
ENSG00000147654,EBAG9,1
ENSG00000255423,EBLN2,1
ENSG00000117395,EBNA1BP2,1
ENSG00000123179,EBPL,1
ENSG00000104823,ECH1,1
ENSG00000121310,ECHDC2,1
ENSG00000167969,ECI1,1
ENSG00000143369,ECM1,1
ENSG00000131080,EDA2R,1
ENSG00000186197,EDARADD,1
ENSG00000038358,EDC4,1
ENSG00000134109,EDEM1,1
ENSG00000116406,EDEM3,1
ENSG00000164176,EDIL3,1
ENSG00000151617,EDNRA,1
ENSG00000136160,EDNRB,1
ENSG00000102189,EEA1,1
ENSG00000150456,EEF1AKMT1,1
ENSG00000123427,EEF1AKMT3,1
ENSG00000114942,EEF1B2,1
ENSG00000104529,EEF1D,1
ENSG00000140025,EFCAB11,1
ENSG00000203666,EFCAB2,1
ENSG00000115380,EFEMP1,1
ENSG00000096093,EFHC1,1
ENSG00000142634,EFHD2,1
ENSG00000100842,EFS,1
ENSG00000138798,EGF,1
ENSG00000172889,EGFL7,1
ENSG00000146648,EGFR,1
ENSG00000129521,EGLN3,1
ENSG00000204371,EHMT2,1
ENSG00000173812,EIF1,1
ENSG00000172071,EIF2AK3,1
ENSG00000128829,EIF2AK4,1
ENSG00000111361,EIF2B1,1
ENSG00000119718,EIF2B2,1
ENSG00000070785,EIF2B3,1
ENSG00000130741,EIF2S3,1
ENSG00000104408,EIF3E,1
ENSG00000147677,EIF3H,1
ENSG00000178982,EIF3K,1
ENSG00000161960,EIF4A1,1
ENSG00000063046,EIF4B,1
ENSG00000175766,EIF4E1B,1
ENSG00000100664,EIF5,1
ENSG00000132507,EIF5A,1
ENSG00000163577,EIF5A2,1
ENSG00000032389,EIPR1,1
ENSG00000141642,ELAC1,1
ENSG00000006744,ELAC2,1
ENSG00000162374,ELAVL4,1
ENSG00000102034,ELF4,1
ENSG00000118985,ELL2,1
ENSG00000128886,ELL3,1
ENSG00000155849,ELMO1,1
ENSG00000179387,ELMOD2,1
ENSG00000115459,ELMOD3,1
ENSG00000156030,ELMSAN1,1
ENSG00000154582,ELOC,1
ENSG00000118402,ELOVL4,1
ENSG00000164181,ELOVL7,1
ENSG00000109911,ELP4,1
ENSG00000163832,ELP6,1
ENSG00000127463,EMC1,1
ENSG00000104412,EMC2,1
ENSG00000128463,EMC4,1
ENSG00000127774,EMC6,1
ENSG00000154920,EME1,1
ENSG00000138080,EMILIN1,1
ENSG00000132205,EMILIN2,1
ENSG00000066629,EML1,1
ENSG00000134531,EMP1,1
ENSG00000135638,EMX1,1
ENSG00000171617,ENC1,1
ENSG00000074800,ENO1,1
ENSG00000111674,ENO2,1
ENSG00000108515,ENO3,1
ENSG00000132199,ENOSF1,1
ENSG00000165675,ENOX2,1
ENSG00000138792,ENPEP,1
ENSG00000197594,ENPP1,1
ENSG00000112796,ENPP5,1
ENSG00000143420,ENSA,1
ENSG00000197586,ENTPD6,1
ENSG00000185684,EP400P1,1
ENSG00000116016,EPAS1,1
ENSG00000159023,EPB41,1
ENSG00000095203,EPB41L4B,1
ENSG00000115109,EPB41L5,1
ENSG00000229153,EPHA1-AS1,1
ENSG00000142627,EPHA2,1
ENSG00000154928,EPHB1,1
ENSG00000120915,EPHX2,1
ENSG00000105131,EPHX3,1
ENSG00000112425,EPM2A,1
ENSG00000072134,EPN2,1
ENSG00000049283,EPN3,1
ENSG00000187266,EPOR,1
ENSG00000085832,EPS15,1
ENSG00000177106,EPS8L2,1
ENSG00000164307,ERAP1,1
ENSG00000065361,ERBB3,1
ENSG00000112851,ERBIN,1
ENSG00000012061,ERCC1,1
ENSG00000104884,ERCC2,1
ENSG00000163161,ERCC3,1
ENSG00000134899,ERCC5,1
ENSG00000186871,ERCC6L,1
ENSG00000178752,ERFE,1
ENSG00000133935,ERG28,1
ENSG00000177459,ERICH5,1
ENSG00000068912,ERLEC1,1
ENSG00000147475,ERLIN2,1
ENSG00000086619,ERO1B,1
ENSG00000089248,ERP29,1
ENSG00000023318,ERP44,1
ENSG00000226887,ERVMER34-1,1
ENSG00000141446,ESCO1,1
ENSG00000171320,ESCO2,1
ENSG00000119715,ESRRB,1
ENSG00000100056,ESS2,1
ENSG00000158220,ESYT3,1
ENSG00000143971,ETAA1,1
ENSG00000139160,ETFBKMT,1
ENSG00000171503,ETFDH,1
ENSG00000117036,ETV3,1
ENSG00000072840,EVC,1
ENSG00000173040,EVC2,1
ENSG00000067208,EVI5,1
ENSG00000142459,EVI5L,1
ENSG00000196405,EVL,1
ENSG00000167880,EVPL,1
ENSG00000081177,EXD2,1
ENSG00000174371,EXO1,1
ENSG00000164002,EXO5,1
ENSG00000090989,EXOC1,1
ENSG00000112685,EXOC2,1
ENSG00000180104,EXOC3,1
ENSG00000070367,EXOC5,1
ENSG00000157036,EXOG,1
ENSG00000171824,EXOSC10,1
ENSG00000130713,EXOSC2,1
ENSG00000107371,EXOSC3,1
ENSG00000178896,EXOSC4,1
ENSG00000077348,EXOSC5,1
ENSG00000151348,EXT2,1
ENSG00000158008,EXTL1,1
ENSG00000162694,EXTL2,1
ENSG00000246339,EXTL3-AS1,1
ENSG00000104313,EYA1,1
ENSG00000126218,F10,1
ENSG00000124491,F13A1,1
ENSG00000165591,FAAH2,1
ENSG00000185504,FAAP100,1
ENSG00000131944,FAAP24,1
ENSG00000164687,FABP5,1
ENSG00000170231,FABP6,1
ENSG00000149485,FADS1,1
ENSG00000103876,FAH,1
ENSG00000145569,FAM105A,1
ENSG00000197712,FAM114A1,1
ENSG00000055147,FAM114A2,1
ENSG00000112584,FAM120B,1
ENSG00000156500,FAM122C,1
ENSG00000124019,FAM124B,1
ENSG00000122591,FAM126A,1
ENSG00000136830,FAM129B,1
ENSG00000159784,FAM131B,1
ENSG00000234545,FAM133B,1
ENSG00000109794,FAM149A,1
ENSG00000164142,FAM160A1,1
ENSG00000151553,FAM160B1,1
ENSG00000170264,FAM161A,1
ENSG00000196990,FAM163B,1
ENSG00000183615,FAM167B,1
ENSG00000054965,FAM168A,1
ENSG00000152102,FAM168B,1
ENSG00000198780,FAM169A,1
ENSG00000150756,FAM173B,1
ENSG00000174132,FAM174A,1
ENSG00000111879,FAM184A,1
ENSG00000165669,FAM204A,1
ENSG00000119328,FAM206A,1
ENSG00000108021,FAM208B,1
ENSG00000185614,FAM212A,1
ENSG00000197852,FAM212B,1
ENSG00000227811,FAM212B-AS1,1
ENSG00000122378,FAM213A,1
ENSG00000005238,FAM214B,1
ENSG00000204856,FAM216A,1
ENSG00000196227,FAM217B,1
ENSG00000188732,FAM221A,1
ENSG00000173065,FAM222B,1
ENSG00000166262,FAM227B,1
ENSG00000219626,FAM228B,1
ENSG00000167930,FAM234A,1
ENSG00000174749,FAM241A,1
ENSG00000183844,FAM3B,1
ENSG00000196937,FAM3C,1
ENSG00000119979,FAM45A,1
ENSG00000153310,FAM49B,1
ENSG00000120709,FAM53C,1
ENSG00000165716,FAM69B,1
ENSG00000168672,FAM84B,1
ENSG00000188343,FAM92A,1
ENSG00000166797,FAM96A,1
ENSG00000130244,FAM98C,1
ENSG00000112039,FANCE,1
ENSG00000183161,FANCF,1
ENSG00000203780,FANK1,1
ENSG00000197601,FAR1,1
ENSG00000064763,FAR2,1
ENSG00000145982,FARS2,1
ENSG00000116120,FARSB,1
ENSG00000138399,FASTKD1,1
ENSG00000124279,FASTKD3,1
ENSG00000086570,FAT2,1
ENSG00000163520,FBLN2,1
ENSG00000144152,FBLN7,1
ENSG00000166147,FBN1,1
ENSG00000112787,FBRSL1,1
ENSG00000183580,FBXL7,1
ENSG00000116661,FBXO2,1
ENSG00000167196,FBXO22,1
ENSG00000147364,FBXO25,1
ENSG00000161243,FBXO27,1
ENSG00000110429,FBXO3,1
ENSG00000118496,FBXO30,1
ENSG00000165355,FBXO33,1
ENSG00000151876,FBXO4,1
ENSG00000037637,FBXO42,1
ENSG00000174013,FBXO45,1
ENSG00000116663,FBXO6,1
ENSG00000107829,FBXW4,1
ENSG00000174989,FBXW8,1
ENSG00000132004,FBXW9,1
ENSG00000119616,FCF1,1
ENSG00000130475,FCHO1,1
ENSG00000157107,FCHO2,1
ENSG00000073712,FERMT2,1
ENSG00000149781,FERMT3,1
ENSG00000149557,FEZ1,1
ENSG00000139132,FGD4,1
ENSG00000154783,FGD5,1
ENSG00000225733,FGD5-AS1,1
ENSG00000180263,FGD6,1
ENSG00000230126,FGF12-AS2,1
ENSG00000226031,FGF13-AS1,1
ENSG00000138685,FGF2,1
ENSG00000174721,FGFBP3,1
ENSG00000160867,FGFR4,1
ENSG00000172456,FGGY,1
ENSG00000137460,FHDC1,1
ENSG00000183386,FHL3,1
ENSG00000134775,FHOD3,1
ENSG00000172500,FIBP,1
ENSG00000213468,FIRRE,1
ENSG00000141756,FKBP10,1
ENSG00000100442,FKBP3,1
ENSG00000079150,FKBP7,1
ENSG00000181027,FKRP,1
ENSG00000160688,FLAD1,1
ENSG00000154803,FLCN,1
ENSG00000136068,FLNB,1
ENSG00000132589,FLOT2,1
ENSG00000126500,FLRT1,1
ENSG00000185070,FLRT2,1
ENSG00000162769,FLVCR1,1
ENSG00000198468,FLVCR1-AS1,1
ENSG00000059122,FLYWCH1,1
ENSG00000248905,FMN1,1
ENSG00000155816,FMN2,1
ENSG00000076258,FMO4,1
ENSG00000122176,FMOD,1
ENSG00000115414,FN1,1
ENSG00000167363,FN3K,1
ENSG00000125531,FNDC11,1
ENSG00000102531,FNDC3A,1
ENSG00000160097,FNDC5,1
ENSG00000217128,FNIP1,1
ENSG00000168522,FNTA,1
ENSG00000257365,FNTB,1
ENSG00000175592,FOSL1,1
ENSG00000171956,FOXB1,1
ENSG00000129654,FOXJ1,1
ENSG00000164916,FOXK1,1
ENSG00000170802,FOXN2,1
ENSG00000053254,FOXN3,1
ENSG00000114861,FOXP1,1
ENSG00000128573,FOXP2,1
ENSG00000137166,FOXP4,1
ENSG00000254685,FPGT,1
ENSG00000172159,FRMD3,1
ENSG00000151474,FRMD4A,1
ENSG00000139926,FRMD6,1
ENSG00000073910,FRY,1
ENSG00000075539,FRYL,1
ENSG00000163430,FSTL1,1
ENSG00000053108,FSTL4,1
ENSG00000001036,FUCA2,1
ENSG00000157353,FUK,1
ENSG00000165775,FUNDC2,1
ENSG00000033170,FUT8,1
ENSG00000114416,FXR1,1
ENSG00000137726,FXYD6,1
ENSG00000163820,FYCO1,1
ENSG00000141349,G6PC3,1
ENSG00000160211,G6PD,1
ENSG00000139112,GABARAPL1,1
ENSG00000154727,GABPA,1
ENSG00000244879,GABPB1-AS1,1
ENSG00000011677,GABRA3,1
ENSG00000186297,GABRA5,1
ENSG00000166206,GABRB3,1
ENSG00000113327,GABRG2,1
ENSG00000130222,GADD45G,1
ENSG00000069482,GAL,1
ENSG00000128242,GAL3ST1,1
ENSG00000175229,GAL3ST3,1
ENSG00000197093,GAL3ST4,1
ENSG00000054983,GALC,1
ENSG00000117308,GALE,1
ENSG00000108479,GALK1,1
ENSG00000141012,GALNS,1
ENSG00000144278,GALNT13,1
ENSG00000100626,GALNT16,1
ENSG00000109586,GALNT7,1
ENSG00000214013,GANC,1
ENSG00000111640,GAPDH,1
ENSG00000105679,GAPDHS,1
ENSG00000165219,GAPVD1,1
ENSG00000106105,GARS,1
ENSG00000185340,GAS2L1,1
ENSG00000234741,GAS5,1
ENSG00000141013,GAS8,1
ENSG00000107485,GATA3,1
ENSG00000177225,GATD1,1
ENSG00000114480,GBE1,1
ENSG00000168505,GBX2,1
ENSG00000115271,GCA,1
ENSG00000131979,GCH1,1
ENSG00000001084,GCLC,1
ENSG00000023909,GCLM,1
ENSG00000111846,GCNT2,1
ENSG00000137878,GCOM1,1
ENSG00000104381,GDAP1,1
ENSG00000130513,GDF15,1
ENSG00000184344,GDF3,1
ENSG00000203879,GDI1,1
ENSG00000153982,GDPD1,1
ENSG00000183208,GDPGP1,1
ENSG00000082516,GEMIN5,1
ENSG00000152147,GEMIN6,1
ENSG00000142252,GEMIN7,1
ENSG00000178295,GEN1,1
ENSG00000239857,GET4,1
ENSG00000145990,GFOD1,1
ENSG00000131459,GFPT2,1
ENSG00000146013,GFRA3,1
ENSG00000006625,GGCT,1
ENSG00000115486,GGCX,1
ENSG00000137563,GGH,1
ENSG00000145723,GIN1,1
ENSG00000181938,GINS3,1
ENSG00000139436,GIT2,1
ENSG00000198835,GJC2,1
ENSG00000149328,GLB1L2,1
ENSG00000166105,GLB1L3,1
ENSG00000106415,GLCCI1,1
ENSG00000178445,GLDC,1
ENSG00000111087,GLI1,1
ENSG00000106571,GLI3,1
ENSG00000180481,GLIPR1L2,1
ENSG00000122694,GLIPR2,1
ENSG00000124767,GLO1,1
ENSG00000167699,GLOD4,1
ENSG00000112164,GLP1R,1
ENSG00000108010,GLRX3,1
ENSG00000135423,GLS2,1
ENSG00000242797,GLYCTK-AS1,1
ENSG00000089639,GMIP,1
ENSG00000100938,GMPR2,1
ENSG00000088256,GNA11,1
ENSG00000146535,GNA12,1
ENSG00000156049,GNA14,1
ENSG00000156052,GNAQ,1
ENSG00000235590,GNAS-AS1,1
ENSG00000172354,GNB2,1
ENSG00000114450,GNB4,1
ENSG00000172380,GNG12,1
ENSG00000162188,GNG3,1
ENSG00000168243,GNG4,1
ENSG00000167083,GNGT2,1
ENSG00000124713,GNMT,1
ENSG00000113552,GNPDA1,1
ENSG00000100522,GNPNAT1,1
ENSG00000090581,GNPTG,1
ENSG00000136935,GOLGA1,1
ENSG00000144674,GOLGA4,1
ENSG00000135052,GOLM1,1
ENSG00000111711,GOLT1B,1
ENSG00000170270,GON7,1
ENSG00000108433,GOSR2,1
ENSG00000125166,GOT2,1
ENSG00000119927,GPAM,1
ENSG00000204438,GPANK1,1
ENSG00000198746,GPATCH3,1
ENSG00000115159,GPD2,1
ENSG00000171723,GPHN,1
ENSG00000105220,GPI,1
ENSG00000112293,GPLD1,1
ENSG00000198522,GPN1,1
ENSG00000142751,GPN2,1
ENSG00000125734,GPR108,1
ENSG00000101850,GPR143,1
ENSG00000163328,GPR155,1
ENSG00000250510,GPR162,1
ENSG00000166073,GPR176,1
ENSG00000181773,GPR3,1
ENSG00000170775,GPR37,1
ENSG00000156097,GPR61,1
ENSG00000171657,GPR82,1
ENSG00000164604,GPR85,1
ENSG00000158301,GPRASP2,1
ENSG00000167191,GPRC5B,1
ENSG00000132522,GPS2,1
ENSG00000166123,GPT2,1
ENSG00000155324,GRAMD2B,1
ENSG00000106070,GRB10,1
ENSG00000115290,GRB14,1
ENSG00000141738,GRB7,1
ENSG00000196208,GREB1,1
ENSG00000137106,GRHPR,1
ENSG00000155511,GRIA1,1
