Gene.Symbol,Chromosome.GRCh38,Start.GRCh38,End.GRCh38,Strand.GRCh38,DE.Parental.iPSCs,DE.Hybrid.iPSCs,DE.Parental.CNCCs,DE.Hybrid.CNCCs
C3orf36,chr3,133928145,133929812,-,0,0,0,0
C3orf38,chr3,88149743,88157966,+,0,0,0,0
C3orf49,chr3,63815110,63848636,+,0,0,0,0
C3orf52,chr3,112086335,112136379,+,0,0,0,0
C3orf56,chr3,127193131,127198185,+,0,0,0,0
C3orf58,chr3,143971798,143992368,+,0,0,0,0
C3orf62,chr3,49268597,49277075,-,0,0,0,0
C3orf67,chr3,58716417,59050045,-,0,0,0,0
C3orf67-AS1,chr3,58824471,59019093,+,0,0,0,0
C3orf70,chr3,185076838,185153048,-,0,0,0,0
C3orf79,chr3,153484495,153502697,+,0,0,0,0
C3orf80,chr3,160225636,160228213,+,0,0,0,0
C3orf84,chr3,49177539,49192684,-,0,0,0,0
C3orf85,chr3,109136714,109150109,+,0,0,0,0
C4A,chr6,31982057,32002680,+,0,0,0,0
C4B,chr6,32014795,32035418,+,0,0,0,0
C4BPA,chr1,207104232,207144972,+,0,0,0,0
C4BPB,chr1,207088795,207099993,+,0,0,0,0
C4orf17,chr4,99511004,99542303,+,0,0,0,0
C4orf19,chr4,37453454,37596146,+,0,0,0,0
C4orf3,chr4,119296419,119304445,-,0,0,0,0
C4orf33,chr4,129093674,129112688,+,0,0,0,0
C4orf36,chr4,86876205,86897256,-,0,0,0,0
C4orf45,chr4,158893532,159082883,-,0,0,0,0
C4orf46,chr4,158666675,158672255,-,0,0,0,0
C4orf47,chr4,185405227,185449828,+,0,0,0,0
C4orf48,chr4,2035610,2043970,+,0,0,0,0
C4orf50,chr4,5897591,6018762,-,0,0,0,0
C4orf51,chr4,145680100,145792401,+,0,0,0,0
C4orf54,chr4,99636529,99657806,-,0,0,0,0
C5,chr9,120952335,121075174,-,1,1,1,1
C5-OT1,chr9,120942252,120952831,-,0,0,0,0
C5AR1,chr19,47309847,47322070,+,0,0,0,0
C5AR2,chr19,47331614,47342080,+,0,0,0,0
C5orf15,chr5,133955507,133968715,-,0,0,0,0
C5orf17,chr5,23951348,24178265,+,0,0,0,0
C5orf22,chr5,31532266,31555058,+,0,0,0,0
C5orf24,chr5,134833603,134859735,+,0,0,0,0
C5orf30,chr5,103258702,103278660,+,0,0,0,0
C5orf34,chr5,43486699,43515433,-,0,0,0,0
C5orf38,chr5,2751940,2758576,+,0,0,0,0
C5orf46,chr5,147850463,147906594,-,0,0,0,0
C5orf47,chr5,173989159,174007524,+,0,0,0,0
C5orf49,chr5,7830378,7851490,-,0,0,0,0
C5orf51,chr5,41904313,41921636,+,0,0,0,0
C5orf52,chr5,157670399,157680176,+,0,0,0,0
C5orf56,chr5,132410773,132476044,+,0,0,0,0
C5orf58,chr5,170231730,170252569,+,0,0,0,0
C5orf60,chr5,179641544,179645140,-,0,0,0,0
C5orf63,chr5,127038454,127073539,-,0,0,0,0
C5orf64,chr5,61637308,61759165,+,0,0,0,0
C5orf64-AS1,chr5,61732790,61735698,-,0,0,0,0
C5orf66,chr5,135033280,135344680,+,0,0,0,0
C5orf66-AS1,chr5,135038831,135040047,-,0,0,0,0
C5orf66-AS2,chr5,135236234,135248177,-,0,0,0,0
C5orf67,chr5,56509740,56606232,-,0,0,0,0
C6,chr5,41142146,41261486,-,0,0,0,0
C6orf10,chr6,32290523,32371912,-,0,0,0,0
C6orf106,chr6,34587280,34696850,-,0,0,0,0
C6orf118,chr6,165279403,165309647,-,0,0,0,0
C6orf120,chr6,169702112,169706358,+,0,0,0,0
C6orf132,chr6,42101119,42142977,-,0,0,0,0
C6orf136,chr6,30647039,30653210,+,0,0,0,0
C6orf141,chr6,49550400,49561912,+,0,0,0,0
C6orf15,chr6,31111223,31112555,-,0,0,0,0
C6orf163,chr6,87344853,87365463,+,0,0,0,0
C6orf201,chr6,4079197,4130788,+,0,0,0,0
C6orf203,chr6,107028172,107051586,+,0,0,0,0
C6orf222,chr6,36315757,36337015,-,0,0,0,0
C6orf223,chr6,43999515,44007615,+,0,0,0,0
C6orf226,chr6,42890265,42890816,-,0,0,0,0
C6orf47,chr6,31658298,31660772,-,0,0,0,0
C6orf48,chr6,31834915,31839766,+,0,0,0,0
C6orf52,chr6,10671418,10694797,-,0,0,0,0
C6orf58,chr6,127577174,127591818,+,0,0,0,0
C6orf62,chr6,24704299,24720920,-,0,0,0,0
C6orf89,chr6,36834886,36928964,+,0,0,0,0
C6orf99,chr6,158869865,158918115,+,0,0,0,0
C7,chr5,40909252,40984640,+,1,1,0,0
C7orf13,chr7,156638366,156640654,-,0,0,0,0
C7orf25,chr7,42909273,42914356,-,0,0,0,0
C7orf26,chr7,6590021,6608726,+,0,0,0,0
C7orf31,chr7,25134697,25180742,-,0,0,0,0
C7orf33,chr7,148590565,148615860,+,0,0,0,0
C7orf43,chr7,100154420,100158721,-,0,0,0,0
C7orf50,chr7,977679,1138325,-,0,0,0,0
C7orf55-LUC7L2,chr7,139341132,139423457,+,0,0,0,0
C7orf57,chr7,48035511,48061297,+,0,0,0,0
C7orf61,chr7,100456615,100464271,-,0,0,0,0
C7orf65,chr7,47655244,47661648,+,0,0,0,0
C7orf66,chr7,108883975,108884587,-,0,0,0,0
C7orf69,chr7,47795291,47819847,+,0,0,0,0
C7orf71,chr7,26635582,26647272,+,0,0,0,0
C7orf77,chr7,124777292,124790810,-,0,0,0,0
C8A,chr1,56854770,56918221,+,0,0,0,0
C8B,chr1,56929210,56974383,-,0,0,0,0
C8G,chr9,136944870,136946981,+,0,0,0,0
C8orf31,chr8,143039209,143054303,+,0,0,0,0
C8orf33,chr8,145052438,145065864,+,0,0,0,0
C8orf34,chr8,68330373,68819023,+,0,0,0,0
C8orf34-AS1,chr8,68303468,68331491,-,0,0,0,0
C8orf37,chr8,95244913,95270604,-,0,0,0,0
C8orf37-AS1,chr8,95268836,95810143,+,0,0,0,0
C8orf44,chr8,66667552,66681149,+,0,0,0,0
C8orf44-SGK3,chr8,66667552,66862022,+,0,0,0,0
C8orf46,chr8,66493256,66518524,+,0,0,0,0
C8orf48,chr8,13566843,13568288,+,0,0,0,0
C8orf49,chr8,11761256,11763223,+,0,0,0,0
C8orf58,chr8,22599601,22604150,+,0,0,0,0
C8orf59,chr8,85214053,85221079,-,0,0,0,0
C8orf74,chr8,10672637,10700593,+,0,0,0,0
C8orf76,chr8,123219956,123241398,-,0,0,0,0
C8orf82,chr8,144526219,144529074,-,0,0,0,0
C8orf86,chr8,38510834,38528662,-,0,0,0,0
C8orf87,chr8,93134095,93166850,-,0,0,0,0
C8orf88,chr8,90958471,90985257,-,0,0,0,0
C8orf89,chr8,73241337,73285718,-,0,0,0,0
C9,chr5,39284144,39364560,-,0,0,0,0
C9orf106,chr9,129321016,129322603,+,0,0,0,0
C9orf116,chr9,135495180,135499915,-,0,0,0,0
C9orf129,chr9,93318199,93346414,-,0,0,0,0
C9orf131,chr9,35041095,35045991,+,0,0,0,0
C9orf135,chr9,69820804,69906237,+,0,0,0,0
C9orf135-AS1,chr9,69819405,69820739,-,0,0,0,0
C9orf139,chr9,137027464,137037770,+,0,0,0,0
C9orf147,chr9,112451803,112487187,-,0,0,0,0
C9orf152,chr9,110199561,110208133,-,0,0,0,0
C9orf153,chr9,86220265,86259657,-,0,0,0,0
C9orf16,chr9,128159425,128163928,+,0,0,0,0
C9orf163,chr9,136483495,136486067,+,0,0,0,0
C9orf170,chr9,87148644,87159726,+,0,0,0,0
C9orf24,chr9,34378463,34397942,-,0,0,0,0
C9orf3,chr9,94726669,95148264,+,0,0,0,0
C9orf40,chr9,74946583,74952886,-,0,0,0,0
C9orf41-AS1,chr9,74952965,74997382,+,0,0,0,0
C9orf43,chr9,113410644,113429684,+,0,0,0,0
C9orf47,chr9,88990863,88996142,+,0,0,0,0
C9orf50,chr9,129612225,129622275,-,0,0,0,0
C9orf57,chr9,72051381,72060614,-,0,0,0,0
C9orf62,chr9,135343249,135346562,+,0,0,0,0
C9orf64,chr9,83938311,83956986,-,0,0,0,0
C9orf66,chr9,213108,215893,-,0,0,0,0
C9orf72,chr9,27546546,27573866,-,0,0,0,0
C9orf78,chr9,129827285,129835307,-,0,0,0,0
C9orf84,chr9,111686175,111795949,-,0,0,0,0
C9orf85,chr9,71910977,71973459,+,0,0,0,0
C9orf92,chr9,16203935,16276313,-,0,0,0,0
CA1,chr8,85328229,85378154,-,0,0,0,0
CA10,chr17,51630313,52160017,-,0,0,0,0
CA11,chr19,48637942,48646312,-,1,1,0,1
CA12,chr15,63321378,63382166,-,0,1,1,1
CA13,chr8,85245487,85284073,+,1,0,0,0
CA14,chr1,150257258,150265862,+,1,1,0,1
CA2,chr8,85463902,85481492,+,1,0,1,0
CA3,chr8,85438827,85449040,+,1,1,0,0
CA3-AS1,chr8,85441806,85464915,-,0,0,0,0
CA4,chr17,60149936,60179021,+,1,0,0,0
CA5A,chr16,87888013,87936575,-,0,0,0,0
CA5AP1,chr16,29618675,29636331,-,0,0,0,0
CA5B,chrX,15738281,15787625,+,1,1,0,0
CA5BP1,chrX,15674916,15703351,+,0,0,0,0
CA6,chr1,8945834,8975092,+,0,0,0,0
CA7,chr16,66844379,66854149,+,0,1,0,0
CA8,chr8,60185420,60281423,-,1,1,0,0
CA9,chr9,35673809,35681159,+,0,0,0,1
CAAP1,chr9,26840685,26892828,-,0,0,0,0
CAB39,chr2,230712842,230821075,+,1,1,0,0
CAB39L,chr13,49308650,49444851,-,1,1,1,1
CABCOCO1,chr10,61662927,61766766,+,0,0,0,0
CABIN1,chr22,24011192,24178628,+,0,1,0,1
CABLES1,chr18,23134564,23260470,+,1,1,0,0
CABLES2,chr20,62388630,62407283,-,1,0,0,0
CABP1,chr12,120640552,120680869,+,0,0,0,0
CABP2,chr11,67518947,67523428,-,0,0,0,0
CABP4,chr11,67452406,67461774,+,0,0,0,0
CABP5,chr19,48029383,48048342,-,0,0,0,0
CABP7,chr22,29720355,29731833,+,1,1,0,0
CABS1,chr4,70334954,70337116,+,0,1,0,0
CABYR,chr18,24138956,24161600,+,0,1,0,0
CABYRP1,chr3,54047660,54048819,-,0,0,0,0
CACFD1,chr9,133459965,133470787,+,0,0,0,1
CACHD1,chr1,64470793,64693058,+,1,0,0,0
CACNA1A,chr19,13206442,13506460,-,1,1,1,0
CACNA1B,chr9,137877789,138124624,+,0,0,1,0
CACNA1C,chr12,1969552,2697949,+,0,1,1,1
CACNA1C-AS1,chr12,2676001,2691157,-,0,0,0,0
CACNA1C-AS2,chr12,2668500,2672220,-,0,0,0,0
CACNA1C-AS4,chr12,2220537,2223481,-,0,0,0,0
CACNA1C-IT1,chr12,2016683,2034227,+,0,0,0,0
CACNA1C-IT2,chr12,2048352,2049463,+,0,0,0,0
CACNA1C-IT3,chr12,2269776,2288745,+,0,0,0,0
CACNA1D,chr3,53495049,53813151,+,1,0,1,0
CACNA1E,chr1,181317712,181808084,+,1,0,0,0
CACNA1F,chrX,49205063,49233404,-,0,0,0,0
CACNA1G,chr17,50560933,50629625,+,1,1,0,0
CACNA1G-AS1,chr17,50556207,50562108,-,0,0,0,0
CACNA1H,chr16,1153241,1221772,+,0,1,0,0
CACNA1I,chr22,39570753,39689737,+,0,0,0,1
CACNA1S,chr1,201039509,201112566,-,0,0,0,0
CACNA2D1,chr7,81946444,82443806,-,1,0,0,1
CACNA2D2,chr3,50362613,50504244,-,0,0,1,1
CACNA2D3,chr3,54122594,55074557,+,0,0,0,0
CACNA2D3-AS1,chr3,54874605,54901255,-,0,0,0,0
CACNA2D4,chr12,1791957,1922606,-,0,1,1,0
CACNB1,chr17,39173456,39197703,-,1,0,1,1
CACNB2,chr10,18140560,18545881,+,0,0,0,0
CACNB3,chr12,48814432,48828943,+,1,1,0,1
CACNB4,chr2,151832771,152099167,-,1,1,0,0
CACNG1,chr17,67044536,67056797,+,0,0,0,0
CACNG2,chr22,36560869,36702858,-,0,0,0,0
CACNG3,chr16,24255553,24362416,+,0,0,0,0
CACNG4,chr17,66964864,67033402,+,0,0,0,0
CACNG5,chr17,66877273,66885278,+,1,0,0,0
CACNG6,chr19,53991149,54012666,+,0,0,0,0
CACNG7,chr19,53909425,53943944,+,1,0,0,1
CACNG8,chr19,53963036,53990215,+,0,0,0,0
CACTIN,chr19,3610628,3626815,-,1,1,0,0
CACTIN-AS1,chr19,3607247,3613930,+,0,0,0,0
CACUL1,chr10,118680982,118755246,-,0,0,0,0
CACYBP,chr1,174999435,175012027,+,1,0,1,0
CACYBPP1,chr10,84454499,84456161,-,0,0,0,0
CAD,chr2,27217390,27243792,+,1,0,0,1
CADM1,chr11,115173625,115504523,-,1,0,0,1
CADM2,chr3,84958982,86074429,+,1,0,0,0
CADM2-AS2,chr3,85799987,85828050,-,0,0,0,0
CADM3,chr1,159171564,159203313,+,1,1,0,1
CADM3-AS1,chr1,159195985,159202422,-,0,0,0,0
CADM4,chr19,43622368,43641984,-,1,1,0,0
CADPS,chr3,62398346,62875865,-,1,1,0,1
CADPS2,chr7,122318424,122886759,-,1,1,1,0
CAGE1,chr6,7326654,7389709,-,0,0,0,0
CAHM,chr6,163413065,163413950,-,0,0,0,0
CALB1,chr8,90058608,90082881,-,1,1,0,0
CALB2,chr16,71358713,71390438,+,0,1,0,0
CALCA,chr11,14966668,14972361,-,1,0,0,0
CALCB,chr11,15073600,15078631,+,0,1,0,0
CALCOCO1,chr12,53711118,53727523,-,0,0,0,0
CALCOCO2,chr17,48830988,48865245,+,1,0,0,0
CALCR,chr7,93424487,93574730,-,0,0,0,0
CALCRL,chr2,187341963,187448304,-,1,0,0,1
CALD1,chr7,134779413,134970729,+,1,1,0,1
CALHM1,chr10,103453387,103458891,-,1,0,0,0
CALHM2,chr10,103446783,103452405,-,1,1,1,1
CALHM3,chr10,103472804,103479240,-,0,0,0,0
CALHM4,chr6,116529013,116561123,+,0,0,0,0
CALHM5,chr6,116511645,116524792,+,0,0,0,0
CALHM6,chr6,116461370,116463782,+,0,0,0,0
CALM1,chr14,90396983,90408275,+,1,1,0,0
CALM1P1,chrX,95499608,95500112,+,0,0,0,0
CALM1P2,chr7,55259682,55260294,-,0,0,0,0
CALM2,chr2,47160082,47176936,-,0,0,0,0
CALM2P1,chr17,70241307,70242378,+,0,0,0,0
CALM2P2,chr10,70163652,70164741,+,0,0,0,0
CALM2P3,chr13,41170588,41171229,-,0,0,0,0
CALM2P4,chr13,98640809,98641307,-,0,0,0,0
CALM3,chr19,46601074,46610782,+,1,0,0,0
CALML3,chr10,5524889,5526268,+,0,0,0,0
CALML3-AS1,chr10,5514244,5526246,-,0,0,0,0
CALML4,chr15,68190705,68206110,-,1,1,1,1
CALML5,chr10,5498695,5499570,-,0,0,0,0
CALML6,chr1,1913751,1917294,+,1,1,0,0
CALN1,chr7,71779491,72504271,-,1,0,0,0
CALR,chr19,12938600,12944490,+,0,0,0,0
CALR3,chr19,16479057,16496192,-,0,0,0,0
CALU,chr7,128739292,128773423,+,0,1,0,0
CALY,chr10,133325423,133336983,-,0,0,0,0
CAMK1,chr3,9757345,9769987,-,0,0,0,0
CAMK1D,chr10,12349514,12835545,+,0,0,0,0
CAMK1G,chr1,209583700,209613939,+,0,0,0,1
CAMK2A,chr5,150219491,150289840,-,0,0,0,0
CAMK2B,chr7,44217150,44326167,-,0,0,0,0
CAMK2D,chr4,113451032,113762177,-,1,1,0,1
CAMK2G,chr10,73812501,73874591,-,0,0,0,0
CAMK2N1,chr1,20482391,20486235,-,0,0,1,0
CAMK2N2,chr3,184259215,184261463,-,0,0,0,0
CAMK4,chr5,111223653,111498503,+,0,1,0,1
CAMKK1,chr17,3860315,3895633,-,1,0,1,1
CAMKK2,chr12,121237692,121298308,-,1,1,1,1
CAMKMT,chr2,44361714,44772592,+,1,1,1,0
CAMKV,chr3,49857981,49870222,-,0,0,0,0
CAMLG,chr5,134738480,134752160,+,1,1,0,0
CAMP,chr3,48223347,48225491,+,0,0,0,0
CAMSAP1,chr9,135808487,135907551,-,0,0,0,0
CAMSAP2,chr1,200738905,200860707,+,0,0,0,0
CAMSAP3,chr19,7595902,7618310,+,1,1,0,0
CAMTA1,chr1,6785324,7769706,+,1,0,0,0
CAMTA1-DT,chr1,6783892,6784980,-,0,0,0,0
CAMTA2,chr17,4967992,4988281,-,1,1,0,1
CAND1,chr12,67269281,67314692,+,1,0,0,1
CAND1.11,chr11,10308313,10430673,+,0,0,0,0
CAND2,chr3,12796654,12834818,+,1,1,0,1
CANT1,chr17,78991716,79009817,-,1,0,1,1
CANX,chr5,179678646,179731641,+,0,0,0,0
CAP1,chr1,40040065,40072649,+,1,0,0,0
CAP2,chr6,17393216,17557792,+,1,1,0,0
CAP2P1,chr14,89290198,89291673,-,0,0,0,0
CAPG,chr2,85394748,85418467,-,1,1,0,1
CAPN1,chr11,65181215,65212006,+,1,1,0,1
CAPN10,chr2,240586716,240599109,+,1,1,0,1
CAPN10-AS1,chr2,240582750,240586316,-,0,0,0,0
CAPN11,chr6,44158811,44184402,+,1,1,0,0
CAPN12,chr19,38730048,38744474,-,1,1,0,1
CAPN13,chr2,30722771,30809527,-,1,1,0,0
CAPN14,chr2,31173056,31233970,-,0,0,0,0
CAPN15,chr16,527794,554636,+,0,0,0,0
CAPN2,chr1,223701593,223776018,+,0,0,0,1
CAPN3,chr15,42359500,42412317,+,0,0,0,0
CAPN5,chr11,77066945,77126155,+,1,1,0,0
CAPN6,chrX,111245099,111270546,-,0,1,0,1
CAPN7,chr3,15206226,15252916,+,0,0,0,0
CAPN8,chr1,223541609,223665734,-,0,0,0,0
CAPN9,chr1,230747289,230803356,+,0,0,0,0
CAPNS1,chr19,36139926,36150353,+,1,0,0,0
CAPNS2,chr16,55566672,55567687,+,0,0,0,0
CAPRIN1,chr11,34051663,34102610,+,1,0,0,0
CAPRIN2,chr12,30709552,30754993,-,1,0,1,0
CAPS,chr19,5913644,5916211,+,1,1,1,0
CAPS2,chr12,75275979,75390937,-,1,0,0,0
CAPSL,chr5,35904295,35938779,-,0,0,0,0
CAPZA1,chr1,112619453,112671619,+,0,0,0,0
CAPZA1P,chrX,88094920,88097258,-,0,0,0,0
CAPZA2,chr7,116862509,116919261,+,1,0,0,0
CAPZA3,chr12,18738111,18739188,+,0,0,0,0
CAPZB,chr1,19338773,19485641,-,1,1,0,0
CARD10,chr22,37490362,37519203,-,1,1,0,1
CARD11,chr7,2906075,3043945,-,0,0,0,0
CARD14,chr17,80169992,80209331,+,0,0,0,0
CARD16,chr11,105040218,105045416,-,0,0,0,0
CARD17,chr11,105080453,105101492,-,0,0,0,0
CARD18,chr11,105137721,105139734,-,0,0,0,0
CARD19,chr9,93096123,93113295,+,1,0,0,0
CARD6,chr5,40841197,40855354,+,0,0,0,0
CARD8,chr19,48203148,48256264,-,1,1,1,1
CARD8-AS1,chr19,48255675,48258194,+,0,0,0,0
CARD9,chr9,136363956,136373681,-,0,0,0,0
CARF,chr2,202912218,202988261,+,1,1,1,1
CARHSP1,chr16,8852942,8869012,-,1,1,0,0
CARM1,chr19,10871577,10923078,+,0,0,0,0
CARMIL1,chr6,25279428,25620530,+,0,0,0,0
CARMIL2,chr16,67644940,67657569,+,1,1,0,0
CARMIL3,chr14,24051997,24069728,+,1,1,0,0
CARMN,chr5,149406845,149432836,+,0,0,0,0
CARNMT1,chr9,74980794,75028456,-,1,0,0,0
CARNS1,chr11,67415678,67425607,+,0,0,0,0
CARS,chr11,3000922,3057451,-,1,0,0,0
CARS-AS1,chr11,3029394,3041260,+,0,0,0,0
CARS2,chr13,110641410,110713601,-,0,1,0,0
CARTPT,chr5,71719163,71721048,+,1,1,0,0
CASC1,chr12,25107057,25195162,-,1,0,0,0
CASC10,chr10,21494492,21497284,-,1,1,0,0
CASC11,chr8,127700608,127733967,-,0,0,0,0
CASC15,chr6,21666413,22195820,+,0,0,0,0
CASC16,chr16,52552087,52606975,-,0,0,0,0
CASC17,chr17,71097774,71202179,-,0,0,0,0
CASC18,chr12,105704203,105744063,+,0,0,0,0
CASC19,chr8,127187785,127197627,-,0,0,0,0
CASC2,chr10,118046821,118210153,+,0,0,0,0
CASC20,chr20,6426732,6528459,+,0,0,0,0
CASC21,chr8,127244637,127392631,+,0,0,0,0
CASC22,chr16,52258564,52280299,+,0,0,0,0
CASC23,chr11,8011278,8016509,-,0,0,0,0
CASC3,chr17,40140254,40172178,+,1,0,0,0
CASC4,chr15,44288709,44415761,+,1,1,0,0
CASC4P1,chr13,19557832,19565196,-,0,0,0,0
CASC6,chr6,91629040,91690428,-,0,0,0,0
CASC8,chr8,127289676,127482139,-,0,0,0,0
CASC9,chr8,75223117,75278889,-,0,0,0,0
CASD1,chr7,94509858,94633465,+,0,0,0,0
CASK,chrX,41514934,41923525,-,0,0,0,1
CASKIN1,chr16,2177183,2196506,-,1,1,0,0
CASKIN2,chr17,75500260,75515583,-,1,1,0,0
CASP1,chr11,105025508,105035591,-,0,0,0,0
CASP10,chr2,201182881,201229406,+,0,0,1,1
CASP12,chr11,104885718,104898670,-,0,0,0,0
CASP14,chr19,15049480,15058293,+,0,0,0,0
CASP16P,chr16,3144291,3149946,+,0,0,0,0
CASP1P1,chr11,105123222,105123338,-,0,0,0,0
CASP1P2,chr11,105062602,105071530,-,0,0,0,0
CASP2,chr7,143288215,143307696,+,0,0,0,0
CASP3,chr4,184627696,184649475,-,1,0,0,0
CASP3P1,chr1,70660645,70661376,-,0,0,0,0
CASP4,chr11,104942866,104968598,-,0,0,0,0
CASP5,chr11,104994235,105023902,-,0,0,0,0
CASP6,chr4,109688629,109703473,-,1,1,1,1
CASP7,chr10,113679162,113730909,+,1,1,0,0
CASP8,chr2,201233443,201287711,+,0,0,0,0
CASP8AP2,chr6,89829900,89874436,+,1,0,0,0
CASP9,chr1,15491401,15524912,-,1,0,0,0
CASQ1,chr1,160190495,160201886,+,0,1,0,0
CASQ2,chr1,115700003,115768805,-,0,0,0,0
CASR,chr3,122183683,122286503,+,0,0,0,0
CASS4,chr20,56411550,56460240,+,0,0,0,0
CAST,chr5,96662037,96774683,+,1,0,0,0
CASTOR1,chr22,30285118,30289627,-,0,0,0,0
CASTOR2,chr7,74964693,75031532,+,0,0,0,0
CASTOR3,chr7,100187988,100272274,-,0,0,0,0
CASZ1,chr1,10636604,10796676,-,0,0,0,0
CAT,chr11,34438925,34472060,+,0,1,0,1
CATIP,chr2,218356757,218368393,+,0,0,0,0
CATIP-AS1,chr2,218366665,218367902,-,0,0,0,0
CATIP-AS2,chr2,218326241,218357966,-,0,0,0,0
CATSPER1,chr11,66016752,66026518,-,0,0,0,0
CATSPER2,chr15,43630562,43648884,-,1,1,1,1
CATSPER2P1,chr15,43735934,43746298,-,0,0,0,0
CATSPER3,chr5,134967906,135011707,+,0,0,0,0
CATSPER4,chr1,26189962,26202542,+,1,1,0,0
CATSPERB,chr14,91580774,91732086,-,0,0,0,0
CATSPERD,chr19,5720156,5778734,+,0,0,0,0
CATSPERE,chr1,244452013,244640362,+,0,0,0,0
CATSPERG,chr19,38335563,38370949,+,1,1,0,0
CATSPERZ,chr11,64300391,64304767,+,0,0,0,0
CAV1,chr7,116524785,116561185,+,0,1,0,0
CAV2,chr7,116499601,116508541,+,1,0,1,0
CAV3,chr3,8733800,8746765,+,1,0,0,0
CAVIN1,chr17,42402449,42423320,-,0,0,0,0
CAVIN2,chr2,191834305,191847280,-,0,0,0,0
CAVIN3,chr11,6318946,6320510,-,0,0,0,0
CAVIN4,chr9,100578079,100588389,+,0,0,0,0
CBARP,chr19,1228287,1238512,-,0,0,0,0
CBFA2T2,chr20,33490070,33650031,+,0,0,0,0
CBFA2T3,chr16,88874855,88977149,-,1,1,0,1
CBFB,chr16,67029147,67101058,+,0,0,0,1
CBL,chr11,119206276,119308149,+,0,1,0,1
CBLB,chr3,105655461,105869552,-,1,0,0,0
CBLC,chr19,44777855,44800646,+,0,0,0,0
CBLL1,chr7,107743697,107764997,+,1,0,0,0
CBLL2,chrX,22272913,22274461,+,0,0,0,0
CBLN1,chr16,49277917,49281831,-,0,0,0,0
CBLN2,chr18,72533720,72638485,-,0,0,0,0
CBLN3,chr14,24426532,24429525,-,1,0,0,0
CBLN4,chr20,55997357,56005472,-,0,0,0,0
CBR1,chr21,36069924,36073177,+,1,0,1,1
CBR3,chr21,36134901,36146562,+,1,1,0,0
CBR3-AS1,chr21,36131767,36156308,-,0,0,0,0
CBR4,chr4,168894484,169010317,-,1,1,0,1
CBS,chr21,43053190,43076861,-,0,0,0,0
CBSL,chr21,6444868,6468621,-,0,0,0,0
CBWD1,chr9,121038,179083,-,0,0,0,0
CBWD2,chr2,113437691,113496204,+,0,0,0,0
CBWD3,chr9,68241866,68300035,+,0,0,0,0
CBWD4P,chr9,65287480,65321282,-,0,0,0,0
CBWD5,chr9,65666374,65734041,+,0,0,0,0
CBWD6,chr9,41131309,41198865,-,0,0,0,0
CBX1,chr17,48070052,48101521,-,1,0,0,0
CBX1P1,chrX,63297674,63299885,-,0,0,0,0
CBX1P2,chrX,17098380,17100557,-,0,0,0,0
CBX1P3,chr1,203954398,203958029,+,0,0,0,0
CBX1P4,chrX,17282351,17284552,+,0,0,0,0
CBX1P5,chr3,166810829,166812743,+,0,0,0,0
CBX2,chr17,79776254,79787650,+,1,0,0,1
CBX3,chr7,26201211,26213607,+,0,0,0,0
CBX3P1,chr11,27806317,27808558,+,0,0,0,0
CBX3P2,chr18,2652170,2655395,-,0,0,0,0
CBX3P3,chr5,112777443,112778259,-,0,0,0,0
CBX3P4,chr12,2787247,2787582,-,0,0,0,0
CBX3P5,chr12,95286288,95286969,-,0,0,0,0
CBX3P6,chr2,154940341,154941114,-,0,0,0,0
CBX3P7,chr11,89293545,89294253,-,0,0,0,0
CBX3P8,chr11,49406201,49406896,+,0,0,0,0
CBX3P9,chr6,116452817,116453655,-,0,0,0,0
CBX4,chr17,79833156,79839414,-,0,0,0,0
CBX5,chr12,54230946,54280131,-,1,0,0,0
CBX5P1,chr3,88095231,88096089,-,0,0,0,0
CBX6,chr22,38861427,38872334,-,1,1,0,1
CBX7,chr22,39130772,39152650,-,0,0,0,1
CBX8,chr17,79794377,79797116,-,1,0,0,0
CBY1,chr22,38656653,38673850,+,1,1,0,0
CBY3,chr5,179678558,179680974,-,0,0,0,0
CC2D1A,chr19,13906143,13930880,+,1,1,1,1
CC2D1B,chr1,52348437,52366291,-,1,1,0,1
CC2D2A,chr4,15468660,15601971,+,0,1,1,1
CC2D2B,chr10,95907440,96035768,+,1,0,0,0
CCAR1,chr10,68721144,68792377,+,0,0,0,0
CCAR2,chr8,22604632,22620471,+,1,0,0,0
CCAT1,chr8,127207382,127219268,-,0,0,0,0
CCAT2,chr8,127400399,127402150,+,0,0,0,0
CCBE1,chr18,59430939,59698181,-,1,1,0,1
CCDC102A,chr16,57512178,57538305,-,1,1,0,0
CCDC102B,chr18,68715221,69214350,+,0,0,1,1
CCDC103,chr17,44899712,44903679,+,0,1,0,0
CCDC105,chr19,15010727,15023271,+,0,0,0,0
CCDC106,chr19,55647393,55653161,+,1,1,0,0
CCDC107,chr9,35658290,35661503,+,0,0,0,0
CCDC110,chr4,185445182,185471759,-,1,0,0,0
CCDC112,chr5,115267188,115296761,-,1,0,0,0
CCDC113,chr16,58196862,58283836,+,1,1,1,1
CCDC114,chr19,48296452,48322793,-,1,1,0,0
CCDC115,chr2,130337933,130342681,-,0,1,0,0
CCDC116,chr22,21632121,21637327,+,1,0,0,0
CCDC117,chr22,28772674,28789301,+,1,1,0,1
CCDC12,chr3,46916310,46982083,-,1,1,0,0
CCDC120,chrX,49053432,49069858,+,1,0,0,0
CCDC121,chr2,27625638,27629031,-,1,1,1,1
CCDC122,chr13,43821959,43880023,-,0,0,0,0
