"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Resolution","Topic"
"GO:0051169","BP","GO:0051169","nuclear transport","13/108","324/17073",1.32983958854874e-07,2.12206452038793e-06,1.64817351323828e-06,"NPM1/RAN/SRSF7/EIF5A/DDX39A/SNRPE/MAGOH/SSB/KPNA2/SNRPB/SRSF3/RBM8A/PARK7",13,"9-Topic Analysis","Topic k6"
"GO:1905330","BP","GO:1905330","regulation of morphogenesis of an epithelium","11/108","218/17073",1.33345242321873e-07,2.12206452038793e-06,1.64817351323828e-06,"PSMA3/PSMB1/PSMB1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/PSMC3",11,"9-Topic Analysis","Topic k6"
"GO:0030178","BP","GO:0030178","negative regulation of Wnt signaling pathway","11/108","220/17073",1.46245677773661e-07,2.30932128391433e-06,1.79361284123879e-06,"PSMA3/PSMB1/PSMB1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/PSMC3",11,"9-Topic Analysis","Topic k6"
"GO:0051973","BP","GO:0051973","positive regulation of telomerase activity","6/108","40/17073",1.79506434491559e-07,2.81272774661004e-06,2.18460057522926e-06,"HSP90AA1/HSP90AB1/CCT4/PTGES3/XRCC5/CCT2",6,"9-Topic Analysis","Topic k6"
"GO:0007338","BP","GO:0007338","single fertilization","9/108","140/17073",2.54566143203522e-07,3.95840636416469e-06,3.07443080140534e-06,"CCT3/CCT5/VDAC2/CCT4/CCT7/CCT8/CCT2/PARK7/CDK1",9,"9-Topic Analysis","Topic k6"
"GO:0050851","BP","GO:0050851","antigen receptor-mediated signaling pathway","12/108","287/17073",2.6851043635657e-07,4.14360423377525e-06,3.21827101948903e-06,"PSMA3/PSMB1/PSMB1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/SKP1/PSMC3",12,"9-Topic Analysis","Topic k6"
"GO:0051131","BP","GO:0051131","chaperone-mediated protein complex assembly","5/108","24/17073",3.56373677144818e-07,5.45814421311273e-06,4.23925315986277e-06,"HSP90AA1/HSP90AB1/HSPD1/PTGES3/CCT2",5,"9-Topic Analysis","Topic k6"
"GO:0048024","BP","GO:0048024","regulation of mRNA splicing, via spliceosome","7/108","75/17073",4.64198154018215e-07,7.05650477414257e-06,5.48067419865968e-06,"SRSF7/C1QBP/PRDX6/MAGOH/SRSF3/RBM8A/SAP18",7,"9-Topic Analysis","Topic k6"
"GO:0009988","BP","GO:0009988","cell-cell recognition","7/108","76/17073",5.08649111649665e-07,7.67494992911384e-06,5.96101064178906e-06,"CCT3/CCT5/VDAC2/CCT4/CCT7/CCT8/CCT2",7,"9-Topic Analysis","Topic k6"
"GO:0071356","BP","GO:0071356","cellular response to tumor necrosis factor","12/108","311/17073",6.32164813909811e-07,9.46852739657563e-06,7.3540535240437e-06,"PSMA3/PSMB1/PSMB1/GSTP1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/PSMC3",12,"9-Topic Analysis","Topic k6"
"GO:0050684","BP","GO:0050684","regulation of mRNA processing","8/108","116/17073",7.12121578612421e-07,1.05882602600985e-05,8.22373209876657e-06,"SRSF7/CCNB1/C1QBP/PRDX6/MAGOH/SRSF3/RBM8A/SAP18",8,"9-Topic Analysis","Topic k6"
"GO:0001666","BP","GO:0001666","response to hypoxia","13/108","377/17073",7.47988492649676e-07,1.10409605762854e-05,8.5753371811782e-06,"PSMA3/PSMB1/PSMB1/CCNB1/PSMB2/PSMA4/PSMA5/PSMC5/UBB/PSMB6/PSMB3/PSMB3/PSMC3",13,"9-Topic Analysis","Topic k6"
"GO:0002429","BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","14/108","448/17073",8.83043844323775e-07,1.29407216610614e-05,1.00508511777254e-05,"HSP90AA1/HSP90AB1/PSMA3/PSMB1/PSMB1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/SKP1/PSMC3",14,"9-Topic Analysis","Topic k6"
"GO:0043484","BP","GO:0043484","regulation of RNA splicing","8/108","121/17073",9.82601260668498e-07,1.42968483427267e-05,1.11041330434944e-05,"SRSF7/C1QBP/PRDX6/MAGOH/SRSF3/RBM8A/SAP18/HNRNPF",8,"9-Topic Analysis","Topic k6"
"GO:0071426","BP","GO:0071426","ribonucleoprotein complex export from nucleus","8/108","122/17073",1.04608869445028e-06,1.51126430538669e-05,1.17377477249629e-05,"RAN/SRSF7/EIF5A/DDX39A/MAGOH/SSB/SRSF3/RBM8A",8,"9-Topic Analysis","Topic k6"
"GO:0036293","BP","GO:0036293","response to decreased oxygen levels","13/108","389/17073",1.06261701775052e-06,1.52433159518155e-05,1.18392392711566e-05,"PSMA3/PSMB1/PSMB1/CCNB1/PSMB2/PSMA4/PSMA5/PSMC5/UBB/PSMB6/PSMB3/PSMB3/PSMC3",13,"9-Topic Analysis","Topic k6"
"GO:0051972","BP","GO:0051972","regulation of telomerase activity","6/108","54/17073",1.12423368881681e-06,1.60144337351037e-05,1.24381540985768e-05,"HSP90AA1/HSP90AB1/CCT4/PTGES3/XRCC5/CCT2",6,"9-Topic Analysis","Topic k6"
"GO:0071166","BP","GO:0071166","ribonucleoprotein complex localization","8/108","124/17073",1.18361931328803e-06,1.67432815358869e-05,1.30042385078356e-05,"RAN/SRSF7/EIF5A/DDX39A/MAGOH/SSB/SRSF3/RBM8A",8,"9-Topic Analysis","Topic k6"
"GO:0043687","BP","GO:0043687","post-translational protein modification","13/108","395/17073",1.2604158498671e-06,1.77066695598571e-05,1.3752486550637e-05,"PSMA3/PSMB1/PSMB1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/DCAF13/SKP1/PSMC3",13,"9-Topic Analysis","Topic k6"
"GO:0034612","BP","GO:0034612","response to tumor necrosis factor","12/108","335/17073",1.38166960892218e-06,1.92771300916061e-05,1.49722380837061e-05,"PSMA3/PSMB1/PSMB1/GSTP1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/PSMC3",12,"9-Topic Analysis","Topic k6"
"GO:0000377","BP","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","12/108","336/17073",1.42535462260712e-06,1.9617887609802e-05,1.52368989884673e-05,"SRSF7/C1QBP/PRDX6/DDX39A/SNRPE/MAGOH/SNRPB/STRAP/SRSF3/RBM8A/SAP18/HNRNPF",12,"9-Topic Analysis","Topic k6"
"GO:0000398","BP","GO:0000398","mRNA splicing, via spliceosome","12/108","336/17073",1.42535462260712e-06,1.9617887609802e-05,1.52368989884673e-05,"SRSF7/C1QBP/PRDX6/DDX39A/SNRPE/MAGOH/SNRPB/STRAP/SRSF3/RBM8A/SAP18/HNRNPF",12,"9-Topic Analysis","Topic k6"
"GO:0006405","BP","GO:0006405","RNA export from nucleus","8/108","128/17073",1.50541392045562e-06,2.04270359784469e-05,1.58653515622074e-05,"RAN/SRSF7/EIF5A/DDX39A/MAGOH/SSB/SRSF3/RBM8A",8,"9-Topic Analysis","Topic k6"
"GO:0006611","BP","GO:0006611","protein export from nucleus","9/108","173/17073",1.5142279984023e-06,2.04270359784469e-05,1.58653515622074e-05,"RAN/SRSF7/EIF5A/DDX39A/MAGOH/SSB/SRSF3/RBM8A/PARK7",9,"9-Topic Analysis","Topic k6"
"GO:0009566","BP","GO:0009566","fertilization","9/108","173/17073",1.5142279984023e-06,2.04270359784469e-05,1.58653515622074e-05,"CCT3/CCT5/VDAC2/CCT4/CCT7/CCT8/CCT2/PARK7/CDK1",9,"9-Topic Analysis","Topic k6"
"GO:0060828","BP","GO:0060828","regulation of canonical Wnt signaling pathway","11/108","280/17073",1.60151257806822e-06,2.14623757995063e-05,1.66694834129953e-05,"PSMA3/PSMB1/PSMB1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/PSMC3",11,"9-Topic Analysis","Topic k6"
"GO:0000375","BP","GO:0000375","RNA splicing, via transesterification reactions","12/108","340/17073",1.61258677927084e-06,2.14695377083314e-05,1.66750459528316e-05,"SRSF7/C1QBP/PRDX6/DDX39A/SNRPE/MAGOH/SNRPB/STRAP/SRSF3/RBM8A/SAP18/HNRNPF",12,"9-Topic Analysis","Topic k6"
"GO:2000027","BP","GO:2000027","regulation of animal organ morphogenesis","11/108","283/17073",1.77639230302319e-06,2.34968254627158e-05,1.82496078704296e-05,"PSMA3/PSMB1/PSMB1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/PSMC3",11,"9-Topic Analysis","Topic k6"
"GO:0070482","BP","GO:0070482","response to oxygen levels","13/108","412/17073",2.01092892105514e-06,2.64274981431568e-05,2.052581438605e-05,"PSMA3/PSMB1/PSMB1/CCNB1/PSMB2/PSMA4/PSMA5/PSMC5/UBB/PSMB6/PSMB3/PSMB3/PSMC3",13,"9-Topic Analysis","Topic k6"
"GO:0015931","BP","GO:0015931","nucleobase-containing compound transport","10/108","236/17073",2.49446712067166e-06,3.25719841333857e-05,2.52981382076215e-05,"RAN/SLC25A5/SRSF7/EIF5A/DDX39A/MAGOH/SSB/RTRAF/SRSF3/RBM8A",10,"9-Topic Analysis","Topic k6"
"GO:0060249","BP","GO:0060249","anatomical structure homeostasis","13/108","421/17073",2.55115326707866e-06,3.30999949365556e-05,2.57082357386472e-05,"PRDX1/HSP90AA1/HSP90AB1/CCT3/CCT6A/CCT5/CCT4/STRAP/PTGES3/CCT7/CCT8/XRCC5/CCT2",13,"9-Topic Analysis","Topic k6"
"GO:0051168","BP","GO:0051168","nuclear export","9/108","186/17073",2.75664880611523e-06,3.53163120632498e-05,2.7429613741087e-05,"RAN/SRSF7/EIF5A/DDX39A/MAGOH/SSB/SRSF3/RBM8A/PARK7",9,"9-Topic Analysis","Topic k6"
"GO:2001252","BP","GO:2001252","positive regulation of chromosome organization","9/108","186/17073",2.75664880611523e-06,3.53163120632498e-05,2.7429613741087e-05,"CCT3/CCNB1/CCT6A/CCT5/CCT4/CCT7/CCT8/XRCC5/CCT2",9,"9-Topic Analysis","Topic k6"
"GO:0002768","BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","14/108","497/17073",2.98411075842269e-06,3.79914600931689e-05,2.95073583546665e-05,"HSP90AA1/HSP90AB1/PSMA3/PSMB1/PSMB1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/SKP1/PSMC3",14,"9-Topic Analysis","Topic k6"
"GO:1903706","BP","GO:1903706","regulation of hemopoiesis","14/108","498/17073",3.05442623611233e-06,3.8645131943856e-05,3.00150548079557e-05,"PRMT1/PSMA3/PSMB1/PSMB1/PSMB2/HMGB1/NME1/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/PSMC3",14,"9-Topic Analysis","Topic k6"
"GO:0022618","BP","GO:0022618","ribonucleoprotein complex assembly","9/108","189/17073",3.14399577362267e-06,3.95328357461073e-05,3.07045201283618e-05,"NPM1/HSP90AA1/HSP90AB1/C1QBP/SNRPE/SNRPB/EIF3M/STRAP/PTGES3",9,"9-Topic Analysis","Topic k6"
"GO:0050657","BP","GO:0050657","nucleic acid transport","9/108","190/17073",3.28310890177035e-06,4.0778614834794e-05,3.16720967866549e-05,"RAN/SRSF7/EIF5A/DDX39A/MAGOH/SSB/RTRAF/SRSF3/RBM8A",9,"9-Topic Analysis","Topic k6"
"GO:0050658","BP","GO:0050658","RNA transport","9/108","190/17073",3.28310890177035e-06,4.0778614834794e-05,3.16720967866549e-05,"RAN/SRSF7/EIF5A/DDX39A/MAGOH/SSB/RTRAF/SRSF3/RBM8A",9,"9-Topic Analysis","Topic k6"
"GO:0051236","BP","GO:0051236","establishment of RNA localization","9/108","193/17073",3.73269029884576e-06,4.60817584166595e-05,3.57909634396503e-05,"RAN/SRSF7/EIF5A/DDX39A/MAGOH/SSB/RTRAF/SRSF3/RBM8A",9,"9-Topic Analysis","Topic k6"
"GO:0008380","BP","GO:0008380","RNA splicing","13/108","444/17073",4.56040403477342e-06,5.59611025230932e-05,4.34640917201297e-05,"SRSF7/C1QBP/PRDX6/DDX39A/SNRPE/MAGOH/RTRAF/SNRPB/STRAP/SRSF3/RBM8A/SAP18/HNRNPF",13,"9-Topic Analysis","Topic k6"
"GO:0071826","BP","GO:0071826","ribonucleoprotein complex subunit organization","9/108","201/17073",5.19898621394023e-06,6.34151791484806e-05,4.92535536057496e-05,"NPM1/HSP90AA1/HSP90AB1/C1QBP/SNRPE/SNRPB/EIF3M/STRAP/PTGES3",9,"9-Topic Analysis","Topic k6"
"GO:0022613","BP","GO:0022613","ribonucleoprotein complex biogenesis","12/108","383/17073",5.49477726208094e-06,6.66241743027314e-05,5.17459287274916e-05,"NPM1/HSP90AA1/HSP90AB1/RAN/C1QBP/EXOSC8/SNRPE/SNRPB/EIF3M/STRAP/PTGES3/DCAF13",12,"9-Topic Analysis","Topic k6"
"GO:0002478","BP","GO:0002478","antigen processing and presentation of exogenous peptide antigen","11/108","323/17073",6.32001531444123e-06,7.61767526361941e-05,5.91652632675502e-05,"PSMA3/PSMB1/PSMB1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/PSMC3",11,"9-Topic Analysis","Topic k6"
"GO:0019884","BP","GO:0019884","antigen processing and presentation of exogenous antigen","11/108","325/17073",6.70064986976028e-06,8.02895516747158e-05,6.23596083854471e-05,"PSMA3/PSMB1/PSMB1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/PSMC3",11,"9-Topic Analysis","Topic k6"
"GO:0060070","BP","GO:0060070","canonical Wnt signaling pathway","11/108","332/17073",8.19515805355958e-06,9.76230231292448e-05,7.5822237947061e-05,"PSMA3/PSMB1/PSMB1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/PSMC3",11,"9-Topic Analysis","Topic k6"
"GO:0033044","BP","GO:0033044","regulation of chromosome organization","11/108","335/17073",8.91981145488444e-06,0.00010502691291098,8.15727205153107e-05,"CCT3/CCNB1/CCT6A/CDC20/CCT5/CCT4/CENPF/CCT7/CCT8/XRCC5/CCT2",11,"9-Topic Analysis","Topic k6"
"GO:0048002","BP","GO:0048002","antigen processing and presentation of peptide antigen","11/108","335/17073",8.91981145488444e-06,0.00010502691291098,8.15727205153107e-05,"PSMA3/PSMB1/PSMB1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/PSMC3",11,"9-Topic Analysis","Topic k6"
"GO:1903829","BP","GO:1903829","positive regulation of cellular protein localization","11/108","337/17073",9.43339428586537e-06,0.000110435771036252,8.57736939604093e-05,"HSP90AB1/RAN/CCT3/CCT6A/CCT5/CCT4/CCT7/CCT8/CCT2/PARK7/CDK1",11,"9-Topic Analysis","Topic k6"
"GO:0072594","BP","GO:0072594","establishment of protein localization to organelle","13/108","484/17073",1.15196193381383e-05,0.00013408836909593,0.000104144287911109,"HSP90AA1/RAN/CCT3/CCT6A/DNAJA1/CCT5/CCT4/SRP9/KPNA2/UBB/CCT7/CCT8/CCT2",13,"9-Topic Analysis","Topic k6"
"GO:0031123","BP","GO:0031123","RNA 3'-end processing","7/108","124/17073",1.36616492348023e-05,0.000158118065291433,0.000122807767942033,"SRSF7/CCNB1/DDX39A/MAGOH/SSB/SRSF3/RBM8A",7,"9-Topic Analysis","Topic k6"
"GO:0009141","BP","GO:0009141","nucleoside triphosphate metabolic process","11/108","351/17073",1.38073605448998e-05,0.000158901657796389,0.000123416371685902,"GAPDH/RAN/TYMS/CCNB1/NDUFAB1/NME1/ATP5F1B/UQCRFS1/TPI1/PARK7/CDK1",11,"9-Topic Analysis","Topic k6"
"GO:0060271","BP","GO:0060271","cilium assembly","11/108","355/17073",1.53431313837299e-05,0.000175584037239651,0.00013637330851417,"HSP90AA1/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB4B/CDK1",11,"9-Topic Analysis","Topic k6"
"GO:0030111","BP","GO:0030111","regulation of Wnt signaling pathway","11/108","362/17073",1.83897582033527e-05,0.000209273393632567,0.000162539291853215,"PSMA3/PSMB1/PSMB1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/PSMC3",11,"9-Topic Analysis","Topic k6"
"GO:1903320","BP","GO:1903320","regulation of protein modification by small protein conjugation or removal","9/108","236/17073",1.88679450891297e-05,0.000213522245258652,0.000165839306836035,"HSP90AA1/HSP90AB1/UBE2C/UBE2S/CDC20/DNAJA1/UBE2I/UBB/PARK7",9,"9-Topic Analysis","Topic k6"
"GO:0044782","BP","GO:0044782","cilium organization","11/108","366/17073",2.03561643739807e-05,0.000229091197954689,0.000177931462949072,"HSP90AA1/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB4B/CDK1",11,"9-Topic Analysis","Topic k6"
"GO:00198821","BP","GO:0019882","antigen processing and presentation","11/108","370/17073",2.25024102723476e-05,0.00025185389958666,0.000195610888602305,"PSMA3/PSMB1/PSMB1/PSMB2/PSMA4/PSMA5/PSMC5/PSMB6/PSMB3/PSMB3/PSMC3",11,"9-Topic Analysis","Topic k6"
"GO:0050807","BP","GO:0050807","regulation of synapse organization","9/108","244/17073",2.45520071315503e-05,0.000273292013808568,0.000212261528436699,"CDC20/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB",9,"9-Topic Analysis","Topic k6"
"GO:0050803","BP","GO:0050803","regulation of synapse structure or activity","9/108","249/17073",2.8796452374841e-05,0.000318795508084517,0.000247603363383215,"CDC20/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB/TUBB",9,"9-Topic Analysis","Topic k6"
"GO:0008037","BP","GO:0008037","cell recognition","7/108","143/17073",3.43845803115858e-05,0.000378602108620002,0.000294054191796947,"CCT3/CCT5/VDAC2/CCT4/CCT7/CCT8/CCT2",7,"9-Topic Analysis","Topic k6"
"GO:1990823","BP","GO:1990823","response to leukemia inhibitory factor","6/108","98/17073",3.65868566605757e-05,0.00039854239046841,0.000309541489225135,"SLC25A5/SRSF7/CACYBP/NCL/EEF1E1/XRCC5",6,"9-Topic Analysis","Topic k6"
"GO:1990830","BP","GO:1990830","cellular response to leukemia inhibitory factor","6/108","98/17073",3.65868566605757e-05,0.00039854239046841,0.000309541489225135,"SLC25A5/SRSF7/CACYBP/NCL/EEF1E1/XRCC5",6,"9-Topic Analysis","Topic k6"
"GO:0009205","BP","GO:0009205","purine ribonucleoside triphosphate metabolic process","10/108","328/17073",4.37505619553995e-05,0.000474041993101855,0.000368180820934857,"GAPDH/RAN/CCNB1/NDUFAB1/NME1/ATP5F1B/UQCRFS1/TPI1/PARK7/CDK1",10,"9-Topic Analysis","Topic k6"
"GO:1904031","BP","GO:1904031","positive regulation of cyclin-dependent protein kinase activity","4/108","32/17073",4.75055505462834e-05,0.000512004266998832,0.000397665510838563,"HSP90AB1/CCNB1/CKS1B/CKS2",4,"9-Topic Analysis","Topic k6"
"GO:0009199","BP","GO:0009199","ribonucleoside triphosphate metabolic process","10/108","333/17073",4.96845936861175e-05,0.00053267114388748,0.000413717142992989,"GAPDH/RAN/CCNB1/NDUFAB1/NME1/ATP5F1B/UQCRFS1/TPI1/PARK7/CDK1",10,"9-Topic Analysis","Topic k6"
"GO:0009144","BP","GO:0009144","purine nucleoside triphosphate metabolic process","10/108","335/17073",5.2243654564625e-05,0.000557174473026917,0.000432748486142912,"GAPDH/RAN/CCNB1/NDUFAB1/NME1/ATP5F1B/UQCRFS1/TPI1/PARK7/CDK1",10,"9-Topic Analysis","Topic k6"
"GO:0031124","BP","GO:0031124","mRNA 3'-end processing","6/108","105/17073",5.39737150786231e-05,0.000572627383412267,0.00044475051405247,"SRSF7/CCNB1/DDX39A/MAGOH/SRSF3/RBM8A",6,"9-Topic Analysis","Topic k6"
"GO:0031396","BP","GO:0031396","regulation of protein ubiquitination","8/108","209/17073",5.44506176174809e-05,0.000574693824283982,0.000446355485568987,"HSP90AA1/HSP90AB1/UBE2C/UBE2S/CDC20/DNAJA1/UBB/PARK7",8,"9-Topic Analysis","Topic k6"
"GO:0006417","BP","GO:0006417","regulation of translation","10/108","344/17073",6.51997585015657e-05,0.00068459746426644,0.000531715881865726,"NPM1/GAPDH/TYMS/EIF5A/C1QBP/NCL/MAGOH/SRP9/RBM8A/CDC123",10,"9-Topic Analysis","Topic k6"
"GO:1904668","BP","GO:1904668","positive regulation of ubiquitin protein ligase activity","3/108","13/17073",6.72307809570746e-05,0.000702303081074671,0.000545467550761042,"UBE2C/UBE2S/CDC20",3,"9-Topic Analysis","Topic k6"
"GO:0006406","BP","GO:0006406","mRNA export from nucleus","6/108","113/17073",8.13456957076439e-05,0.000841122752063303,0.000653286565047229,"SRSF7/EIF5A/DDX39A/MAGOH/SRSF3/RBM8A",6,"9-Topic Analysis","Topic k6"
"GO:0071427","BP","GO:0071427","mRNA-containing ribonucleoprotein complex export from nucleus","6/108","113/17073",8.13456957076439e-05,0.000841122752063303,0.000653286565047229,"SRSF7/EIF5A/DDX39A/MAGOH/SRSF3/RBM8A",6,"9-Topic Analysis","Topic k6"
"GO:0009123","BP","GO:0009123","nucleoside monophosphate metabolic process","10/108","365/17073",0.000106448117144517,0.00109512532638072,0.000850566294886812,"GAPDH/TYMS/CCNB1/NDUFAB1/ATP5F1B/UQCRFS1/TPI1/PARK7/DUT/CDK1",10,"9-Topic Analysis","Topic k6"
"GO:0031503","BP","GO:0031503","protein-containing complex localization","8/108","247/17073",0.000173688415761631,0.001777906044756,0.0013808711393268,"RAN/SRSF7/EIF5A/DDX39A/MAGOH/SSB/SRSF3/RBM8A",8,"9-Topic Analysis","Topic k6"
"GO:0051438","BP","GO:0051438","regulation of ubiquitin-protein transferase activity","4/108","46/17073",0.000201400283878571,0.00205126189130325,0.00159318224562891,"UBE2C/UBE2S/CDC20/PARK7",4,"9-Topic Analysis","Topic k6"
"GO:0006119","BP","GO:0006119","oxidative phosphorylation","6/108","135/17073",0.000216196867936617,0.00219101004968601,0.00170172240119788,"CCNB1/NDUFAB1/ATP5F1B/UQCRFS1/PARK7/CDK1",6,"9-Topic Analysis","Topic k6"
"GO:0035722","BP","GO:0035722","interleukin-12-mediated signaling pathway","4/108","47/17073",0.000219069425135233,0.00220913078713104,0.00171579648764072,"HNRNPDL/TALDO1/PPIA/HNRNPF",4,"9-Topic Analysis","Topic k6"
"GO:0048025","BP","GO:0048025","negative regulation of mRNA splicing, via spliceosome","3/108","19/17073",0.000221572916762064,0.00222336961302623,0.00172685555557886,"SRSF7/C1QBP/SAP18",3,"9-Topic Analysis","Topic k6"
"GO:0034248","BP","GO:0034248","regulation of cellular amide metabolic process","10/108","400/17073",0.000223849587367885,0.00223520396798226,0.00173604710946301,"NPM1/GAPDH/TYMS/EIF5A/C1QBP/NCL/MAGOH/SRP9/RBM8A/CDC123",10,"9-Topic Analysis","Topic k6"
"GO:0071349","BP","GO:0071349","cellular response to interleukin-12","4/108","49/17073",0.000257714903580031,0.00256080613947573,0.0019889370992595,"HNRNPDL/TALDO1/PPIA/HNRNPF",4,"9-Topic Analysis","Topic k6"
"GO:0070671","BP","GO:0070671","response to interleukin-12","4/108","50/17073",0.000278769373448208,0.00275656899861165,0.00214098297543514,"HNRNPDL/TALDO1/PPIA/HNRNPF",4,"9-Topic Analysis","Topic k6"
"GO:1904951","BP","GO:1904951","positive regulation of establishment of protein localization","11/108","492/17073",0.000283084894870184,0.00278571947270804,0.00216362368161651,"GAPDH/RAN/CCT3/CCT6A/CCT5/HMGB1/CCT4/CCT7/CCT8/CCT2/PPIA",11,"9-Topic Analysis","Topic k6"
"GO:0042775","BP","GO:0042775","mitochondrial ATP synthesis coupled electron transport","5/108","93/17073",0.00030829146627639,0.0030191813307933,0.00234494976626222,"CCNB1/NDUFAB1/UQCRFS1/PARK7/CDK1",5,"9-Topic Analysis","Topic k6"
"GO:0042773","BP","GO:0042773","ATP synthesis coupled electron transport","5/108","94/17073",0.000323988480539539,0.00315772504717244,0.00245255445102456,"CCNB1/NDUFAB1/UQCRFS1/PARK7/CDK1",5,"9-Topic Analysis","Topic k6"
"GO:0002082","BP","GO:0002082","regulation of oxidative phosphorylation","3/108","23/17073",0.000397572270765049,0.00383817400733841,0.00298104825622284,"CCNB1/PARK7/CDK1",3,"9-Topic Analysis","Topic k6"
"GO:1904666","BP","GO:1904666","regulation of ubiquitin protein ligase activity","3/108","23/17073",0.000397572270765049,0.00383817400733841,0.00298104825622284,"UBE2C/UBE2S/CDC20",3,"9-Topic Analysis","Topic k6"
"GO:0051028","BP","GO:0051028","mRNA transport","6/108","153/17073",0.000423676197438513,0.00407088874614269,0.00316179406529337,"SRSF7/EIF5A/DDX39A/MAGOH/SRSF3/RBM8A",6,"9-Topic Analysis","Topic k6"
"GO:0006458","BP","GO:0006458","'de novo' protein folding","3/108","24/17073",0.00045228329190835,0.00428512123542934,0.00332818500728641,"HSPD1/PTGES3/CCT2",3,"9-Topic Analysis","Topic k6"
"GO:0008334","BP","GO:0008334","histone mRNA metabolic process","3/108","24/17073",0.00045228329190835,0.00428512123542934,0.00332818500728641,"SNRPE/SSB/SNRPB",3,"9-Topic Analysis","Topic k6"
"GO:0033119","BP","GO:0033119","negative regulation of RNA splicing","3/108","24/17073",0.00045228329190835,0.00428512123542934,0.00332818500728641,"SRSF7/C1QBP/SAP18",3,"9-Topic Analysis","Topic k6"
"GO:0043457","BP","GO:0043457","regulation of cellular respiration","3/108","27/17073",0.00064466887583625,0.00605156912478544,0.00470015678089684,"CCNB1/PARK7/CDK1",3,"9-Topic Analysis","Topic k6"
"GO:0051443","BP","GO:0051443","positive regulation of ubiquitin-protein transferase activity","3/108","27/17073",0.00064466887583625,0.00605156912478544,0.00470015678089684,"UBE2C/UBE2S/CDC20",3,"9-Topic Analysis","Topic k6"
"GO:0046034","BP","GO:0046034","ATP metabolic process","8/108","302/17073",0.000665885754789871,0.00620359429562423,0.00481823229533794,"GAPDH/CCNB1/NDUFAB1/ATP5F1B/UQCRFS1/TPI1/PARK7/CDK1",8,"9-Topic Analysis","Topic k6"
"GO:0022904","BP","GO:0022904","respiratory electron transport chain","5/108","110/17073",0.000666954909544284,0.00620359429562423,0.00481823229533794,"CCNB1/NDUFAB1/UQCRFS1/PARK7/CDK1",5,"9-Topic Analysis","Topic k6"
"GO:0015949","BP","GO:0015949","nucleobase-containing small molecule interconversion","3/108","28/17073",0.000718719478378844,0.00659473683539507,0.00512202643908679,"TYMS/NME1/DUT",3,"9-Topic Analysis","Topic k6"
"GO:0045737","BP","GO:0045737","positive regulation of cyclin-dependent protein serine/threonine kinase activity","3/108","28/17073",0.000718719478378844,0.00659473683539507,0.00512202643908679,"CCNB1/CKS1B/CKS2",3,"9-Topic Analysis","Topic k6"
"GO:1902751","BP","GO:1902751","positive regulation of cell cycle G2/M phase transition","3/108","28/17073",0.000718719478378844,0.00659473683539507,0.00512202643908679,"NPM1/CCNB1/CDK1",3,"9-Topic Analysis","Topic k6"
"GO:0007094","BP","GO:0007094","mitotic spindle assembly checkpoint","3/108","30/17073",0.000882576935529103,0.00795490804279992,0.00617844962319628,"CCNB1/CDC20/CENPF",3,"9-Topic Analysis","Topic k6"
"GO:0031577","BP","GO:0031577","spindle checkpoint","3/108","30/17073",0.000882576935529103,0.00795490804279992,0.00617844962319628,"CCNB1/CDC20/CENPF",3,"9-Topic Analysis","Topic k6"
"GO:0071173","BP","GO:0071173","spindle assembly checkpoint","3/108","30/17073",0.000882576935529103,0.00795490804279992,0.00617844962319628,"CCNB1/CDC20/CENPF",3,"9-Topic Analysis","Topic k6"
