"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Resolution","Topic"
"GO:0003725","MF","GO:0003725","double-stranded RNA binding","5/106","63/17050",4.45790799604913e-05,0.000958450219150563,0.000785999567724452,"TUBA1B/HSP90AB1/TUBB4B/EIF4A1/ILF2",5,"10-Topic Analysis","Topic k6"
"GO:0016887","MF","GO:0016887","ATPase activity","10/106","344/17050",5.6195160411249e-05,0.00111525779893094,0.000914593299000895,"HSP90AB1/HSP90AA1/EIF4A1/HSPA8/CCT8/DDX39A/PSMC3/PSMC5/ATP5F1C/ATP5F1B",10,"10-Topic Analysis","Topic k6"
"GO:0042623","MF","GO:0042623","ATPase activity, coupled","8/106","265/17050",0.000248461544038686,0.00457879131157008,0.00375494513923128,"HSP90AB1/HSP90AA1/EIF4A1/HSPA8/CCT8/PSMC3/PSMC5/ATP5F1B",8,"10-Topic Analysis","Topic k6"
"GO:0061631","MF","GO:0061631","ubiquitin conjugating enzyme activity","3/106","21/17050",0.000286323065695892,0.00492475672996935,0.00403866218981575,"UBE2S/UBE2T/UBE2C",3,"10-Topic Analysis","Topic k6"
"GO:0061650","MF","GO:0061650","ubiquitin-like protein conjugating enzyme activity","3/106","23/17050",0.000377830691205284,0.0060925198956852,0.00499631374554355,"UBE2S/UBE2T/UBE2C",3,"10-Topic Analysis","Topic k6"
"GO:0042826","MF","GO:0042826","histone deacetylase binding","5/106","109/17050",0.00059114214672682,0.00897145140326586,0.0073572490087982,"HSP90AB1/HSP90AA1/KPNA2/CDC20/PHB",5,"10-Topic Analysis","Topic k6"
"GO:0060700","BP","GO:0060700","regulation of ribonuclease activity","5/97","10/17073",1.3143432092043e-09,9.8399179359676e-07,8.50441212459619e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0010286","BP","GO:0010286","heat acclimation","5/97","11/17073",2.39880983324417e-09,9.8399179359676e-07,8.50441212459619e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0070370","BP","GO:0070370","cellular heat acclimation","5/97","11/17073",2.39880983324417e-09,9.8399179359676e-07,8.50441212459619e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0070426","BP","GO:0070426","positive regulation of nucleotide-binding oligomerization domain containing signaling pathway","5/97","11/17073",2.39880983324417e-09,9.8399179359676e-07,8.50441212459619e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0070434","BP","GO:0070434","positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","5/97","11/17073",2.39880983324417e-09,9.8399179359676e-07,8.50441212459619e-07,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0032075","BP","GO:0032075","positive regulation of nuclease activity","5/97","12/17073",4.09378266099444e-09,1.19947831967137e-06,1.03668120317513e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0090063","BP","GO:0090063","positive regulation of microtubule nucleation","5/97","12/17073",4.09378266099444e-09,1.19947831967137e-06,1.03668120317513e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0010968","BP","GO:0010968","regulation of microtubule nucleation","5/97","14/17073",1.02554720095977e-08,2.33710812129832e-06,2.01990817124708e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0070432","BP","GO:0070432","regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","5/97","14/17073",1.02554720095977e-08,2.33710812129832e-06,2.01990817124708e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:1901029","BP","GO:1901029","negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","5/97","15/17073",1.53141584876978e-08,3.14093390582683e-06,2.71463609402981e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0070424","BP","GO:0070424","regulation of nucleotide-binding oligomerization domain containing signaling pathway","5/97","17/17073",3.12738270677553e-08,5.34521827633052e-06,4.61974778790351e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0097201","BP","GO:0097201","negative regulation of transcription from RNA polymerase II promoter in response to stress","5/97","17/17073",3.12738270677553e-08,5.34521827633052e-06,4.61974778790351e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:1903265","BP","GO:1903265","positive regulation of tumor necrosis factor-mediated signaling pathway","5/97","18/17073",4.31079012444795e-08,6.80110041941749e-06,5.87803284985453e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:1902235","BP","GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","6/97","36/17073",4.88189614784532e-08,7.15197785659339e-06,6.1812880548658e-06,"PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0090084","BP","GO:0090084","negative regulation of inclusion body assembly","5/97","19/17073",5.82410637216579e-08,7.96349477954136e-06,6.88266324963312e-06,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0070431","BP","GO:0070431","nucleotide-binding oligomerization domain containing 2 signaling pathway","5/97","21/17073",1.01009338995738e-07,1.29481346425161e-05,1.11907715045278e-05,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0032069","BP","GO:0032069","regulation of nuclease activity","5/97","23/17073",1.65533323942521e-07,1.94058961519419e-05,1.67720645230158e-05,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0070423","BP","GO:0070423","nucleotide-binding oligomerization domain containing signaling pathway","6/97","44/17073",1.70569744963705e-07,1.94058961519419e-05,1.67720645230158e-05,"RPS27A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0035872","BP","GO:0035872","nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","6/97","45/17073",1.95913356513942e-07,1.94058961519419e-05,1.67720645230158e-05,"RPS27A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:00511311","BP","GO:0051131","chaperone-mediated protein complex assembly","5/97","24/17073",2.08156857797524e-07,1.94058961519419e-05,1.67720645230158e-05,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0090083","BP","GO:0090083","regulation of inclusion body assembly","5/97","24/17073",2.08156857797524e-07,1.94058961519419e-05,1.67720645230158e-05,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:1902236","BP","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","5/97","24/17073",2.08156857797524e-07,1.94058961519419e-05,1.67720645230158e-05,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0045926","BP","GO:0045926","negative regulation of growth","11/97","268/17073",3.50475682216257e-07,3.12532880098062e-05,2.70114896499852e-05,"GAL/SPP1/MT1G/RACK1/MT1H/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/MT1X",11,"10-Topic Analysis","Topic k4"
"GO:2001242","BP","GO:2001242","regulation of intrinsic apoptotic signaling pathway","9/97","165/17073",4.08181377616581e-07,3.4882500228817e-05,3.01481333292246e-05,"RPL11/RACK1/PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/TRIAP1",9,"10-Topic Analysis","Topic k4"
"GO:1901673","BP","GO:1901673","regulation of mitotic spindle assembly","5/97","28/17073",4.72735539526952e-07,3.87832236627911e-05,3.35194378342479e-05,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:1903573","BP","GO:1903573","negative regulation of response to endoplasmic reticulum stress","6/97","53/17073",5.32366317695807e-07,4.19955122151577e-05,3.62957440890583e-05,"RACK1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:1901028","BP","GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","6/97","54/17073",5.96180966859353e-07,4.52876727047605e-05,3.91410818008246e-05,"PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0042026","BP","GO:0042026","protein refolding","5/97","30/17073",6.79333936121132e-07,4.9761210820873e-05,4.30074567078191e-05,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0007020","BP","GO:0007020","microtubule nucleation","5/97","31/17073",8.06344123648242e-07,5.70279930207774e-05,4.92879674854316e-05,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:1905897","BP","GO:1905897","regulation of response to endoplasmic reticulum stress","7/97","97/17073",1.29945078391536e-06,8.61975081662001e-05,7.44985007323159e-05,"RACK1/PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",7,"10-Topic Analysis","Topic k4"
"GO:0033120","BP","GO:0033120","positive regulation of RNA splicing","5/97","34/17073",1.3028389825218e-06,8.61975081662001e-05,7.44985007323159e-05,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0010823","BP","GO:0010823","negative regulation of mitochondrion organization","6/97","62/17073",1.3681073732751e-06,8.76871319558511e-05,7.57859479143182e-05,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/TRIAP1",6,"10-Topic Analysis","Topic k4"
"GO:0097345","BP","GO:0097345","mitochondrial outer membrane permeabilization","6/97","64/17073",1.65336893325197e-06,0.000102759384306054,8.8812544931302e-05,"PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0090169","BP","GO:0090169","regulation of spindle assembly","5/97","36/17073",1.74935253093292e-06,0.000105527118851277,9.12046335012705e-05,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:1902110","BP","GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","6/97","66/17073",1.98543704389984e-06,0.000116346610772531,0.000100555668629394,"PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0031116","BP","GO:0031116","positive regulation of microtubule polymerization","5/97","38/17073",2.30833261777304e-06,0.000127918422964164,0.00011055691666281,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0045648","BP","GO:0045648","positive regulation of erythrocyte differentiation","5/97","38/17073",2.30833261777304e-06,0.000127918422964164,0.00011055691666281,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:1902686","BP","GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","6/97","68/17073",2.37001466242723e-06,0.000127918422964164,0.00011055691666281,"PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0070059","BP","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","6/97","69/17073",2.58390228979978e-06,0.00013515739625442,0.000116813392846849,"PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0070841","BP","GO:0070841","inclusion body assembly","5/97","39/17073",2.63593166756548e-06,0.00013515739625442,0.000116813392846849,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0035794","BP","GO:0035794","positive regulation of mitochondrial membrane permeability","6/97","70/17073",2.8132658030548e-06,0.000140731906391839,0.000121631312255309,"PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0010803","BP","GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","6/97","71/17073",3.05895068357982e-06,0.000145904833767959,0.000126102153026889,"RACK1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:1902108","BP","GO:1902108","regulation of mitochondrial membrane permeability involved in apoptotic process","6/97","71/17073",3.05895068357982e-06,0.000145904833767959,0.000126102153026889,"PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:1905710","BP","GO:1905710","positive regulation of membrane permeability","6/97","73/17073",3.6028222182646e-06,0.000167940644765016,0.000145147191759751,"PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0031112","BP","GO:0031112","positive regulation of microtubule polymerization or depolymerization","5/97","42/17073",3.8424321636273e-06,0.000175129519279991,0.000151360368737973,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0030512","BP","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","6/97","76/17073",4.56399060323176e-06,0.00019916478143039,0.000172133486581014,"RPS27A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0032436","BP","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","6/97","76/17073",4.56399060323176e-06,0.00019916478143039,0.000172133486581014,"RACK1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0090101","BP","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","7/97","118/17073",4.84064729019998e-06,0.000206836824837503,0.000178764255190718,"RPS27A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/CER1",7,"10-Topic Analysis","Topic k4"
"GO:1903845","BP","GO:1903845","negative regulation of cellular response to transforming growth factor beta stimulus","6/97","78/17073",5.31341810494052e-06,0.000222404500678225,0.000192219035203434,"RPS27A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0060236","BP","GO:0060236","regulation of mitotic spindle organization","5/97","45/17073",5.44483012205379e-06,0.000223346931606646,0.000193033556327128,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:1901099","BP","GO:1901099","negative regulation of signal transduction in absence of ligand","5/97","46/17073",6.08148348452982e-06,0.000238375414791604,0.000206022324672977,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:2001240","BP","GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","5/97","46/17073",6.08148348452982e-06,0.000238375414791604,0.000206022324672977,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0002753","BP","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","6/97","80/17073",6.15987176204536e-06,0.000238375414791604,0.000206022324672977,"RPS27A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0046902","BP","GO:0046902","regulation of mitochondrial membrane permeability","6/97","81/17073",6.62236590453938e-06,0.000251527267966857,0.000217389165365386,"PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0032434","BP","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","7/97","126/17073",7.4712054996657e-06,0.000278608045087534,0.000240794450936594,"RPL11/RACK1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",7,"10-Topic Analysis","Topic k4"
"GO:0043254","BP","GO:0043254","regulation of protein complex assembly","12/97","444/17073",7.96433392043712e-06,0.000291693729836009,0.000252104103797295,"RACK1/PMAIP1/CLDN7/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/EIF4EBP1/CCL26/INSM1/ARHGEF5",12,"10-Topic Analysis","Topic k4"
"GO:0031397","BP","GO:0031397","negative regulation of protein ubiquitination","6/97","84/17073",8.18162085548911e-06,0.00029306952111567,0.000253293168189478,"RPL11/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0008637","BP","GO:0008637","apoptotic mitochondrial changes","7/97","128/17073",8.28768026558207e-06,0.00029306952111567,0.000253293168189478,"PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/TRIAP1",7,"10-Topic Analysis","Topic k4"
"GO:0007179","BP","GO:0007179","transforming growth factor beta receptor signaling pathway","8/97","180/17073",8.49158228934893e-06,0.000295190428397537,0.000255126219005595,"NODAL/RPS27A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/LEFTY2",8,"10-Topic Analysis","Topic k4"
"GO:0090224","BP","GO:0090224","regulation of spindle organization","5/97","50/17073",9.23290413694084e-06,0.000315611439747761,0.000272775623975586,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0030308","BP","GO:0030308","negative regulation of cell growth","8/97","185/17073",1.03750057586888e-05,0.000348838308378207,0.000301492833436271,"GAL/SPP1/RACK1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",8,"10-Topic Analysis","Topic k4"
"GO:2000060","BP","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","6/97","91/17073",1.29948023043656e-05,0.000429876443971836,0.00037153220849833,"RACK1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0090559","BP","GO:0090559","regulation of membrane permeability","6/97","92/17073",1.38381475974119e-05,0.000443469386285811,0.000383280272270423,"PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:1903321","BP","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","6/97","92/17073",1.38381475974119e-05,0.000443469386285811,0.000383280272270423,"RPL11/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0045646","BP","GO:0045646","regulation of erythrocyte differentiation","5/97","56/17073",1.62036871744587e-05,0.000511288652227919,0.000441894885858921,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:2001239","BP","GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","5/97","57/17073",1.76822866136844e-05,0.000547698852690893,0.000473363374955202,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0090288","BP","GO:0090288","negative regulation of cellular response to growth factor stimulus","7/97","144/17073",1.78916738811749e-05,0.000547698852690893,0.000473363374955202,"RPS27A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/CER1",7,"10-Topic Analysis","Topic k4"
"GO:2001243","BP","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","6/97","97/17073",1.87445765067715e-05,0.000565369506108654,0.000488635709557326,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/TRIAP1",6,"10-Topic Analysis","Topic k4"
"GO:0031113","BP","GO:0031113","regulation of microtubule polymerization","5/97","58/17073",1.92638808111977e-05,0.00057261187744589,0.000494895122594308,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:1902905","BP","GO:1902905","positive regulation of supramolecular fiber organization","8/97","202/17073",1.96276239531077e-05,0.000575089381826056,0.000497036371985465,"TAC1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/CCL26/ARHGEF5",8,"10-Topic Analysis","Topic k4"
"GO:0032757","BP","GO:0032757","positive regulation of interleukin-8 production","5/97","61/17073",2.46770430991388e-05,0.000712853737976532,0.000616102899613785,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0031334","BP","GO:0031334","positive regulation of protein complex assembly","9/97","274/17073",2.5806439799982e-05,0.000735125111524487,0.000635351529578504,"RACK1/PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/CCL26/ARHGEF5",9,"10-Topic Analysis","Topic k4"
"GO:1902115","BP","GO:1902115","regulation of organelle assembly","8/97","214/17073",2.96937302410086e-05,0.000834271790743955,0.000721041697561046,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/GRID2/ARHGEF5/GAP43",8,"10-Topic Analysis","Topic k4"
"GO:0001961","BP","GO:0001961","positive regulation of cytokine-mediated signaling pathway","5/97","64/17073",3.12041761876321e-05,0.000864861694065316,0.000747479839259921,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:1901800","BP","GO:1901800","positive regulation of proteasomal protein catabolic process","6/97","107/17073",3.27537091883351e-05,0.000895704767270337,0.000774136789798685,"RACK1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0090307","BP","GO:0090307","mitotic spindle assembly","5/97","65/17073",3.36534236758362e-05,0.000908199631041316,0.000784935809835293,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0090092","BP","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","8/97","219/17073",3.50082105778784e-05,0.000927539931501147,0.000801651181527846,"NODAL/RPS27A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/CER1",8,"10-Topic Analysis","Topic k4"
"GO:2000058","BP","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","7/97","160/17073",3.52745561468013e-05,0.000927539931501147,0.000801651181527846,"RPL11/RACK1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",7,"10-Topic Analysis","Topic k4"
"GO:0017015","BP","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","6/97","112/17073",4.23821351739231e-05,0.00108740203209733,0.000939816275527682,"RPS27A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0051495","BP","GO:0051495","positive regulation of cytoskeleton organization","8/97","225/17073",4.24145112470925e-05,0.00108740203209733,0.000939816275527682,"TAC1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/CCL26/ARHGEF5",8,"10-Topic Analysis","Topic k4"
"GO:0071560","BP","GO:0071560","cellular response to transforming growth factor beta stimulus","8/97","228/17073",4.6582418872926e-05,0.00117098922869292,0.00101205874470419,"NODAL/RPS27A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/LEFTY2",8,"10-Topic Analysis","Topic k4"
"GO:1903844","BP","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","6/97","114/17073",4.68167317176108e-05,0.00117098922869292,0.00101205874470419,"RPS27A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0097193","BP","GO:0097193","intrinsic apoptotic signaling pathway","9/97","300/17073",5.23095246346774e-05,0.00129261247018944,0.00111717488249584,"RPL11/RACK1/PMAIP1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/TRIAP1",9,"10-Topic Analysis","Topic k4"
"GO:0060760","BP","GO:0060760","positive regulation of response to cytokine stimulus","5/97","72/17073",5.52467247026582e-05,0.00134711872941929,0.00116428337413949,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0071559","BP","GO:0071559","response to transforming growth factor beta","8/97","234/17073",5.5949019873982e-05,0.00134711872941929,0.00116428337413949,"NODAL/RPS27A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/LEFTY2",8,"10-Topic Analysis","Topic k4"
"GO:0030522","BP","GO:0030522","intracellular receptor signaling pathway","9/97","303/17073",5.64857195173374e-05,0.00134711872941929,0.00116428337413949,"FABP5/NODAL/RPS27A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/CRABP2",9,"10-Topic Analysis","Topic k4"
"GO:0001959","BP","GO:0001959","regulation of cytokine-mediated signaling pathway","7/97","179/17073",7.1913597861782e-05,0.00169534240476454,0.00146524499454617,"RACK1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/SOCS1",7,"10-Topic Analysis","Topic k4"
"GO:0038034","BP","GO:0038034","signal transduction in absence of ligand","5/97","77/17073",7.62887648779892e-05,0.00175748735968943,0.00151895543314789,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0097192","BP","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","5/97","77/17073",7.62887648779892e-05,0.00175748735968943,0.00151895543314789,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:0061136","BP","GO:0061136","regulation of proteasomal protein catabolic process","7/97","181/17073",7.71203619561428e-05,0.00175748735968943,0.00151895543314789,"RPL11/RACK1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",7,"10-Topic Analysis","Topic k4"
"GO:1903052","BP","GO:1903052","positive regulation of proteolysis involved in cellular protein catabolic process","6/97","125/17073",7.83181902815071e-05,0.00176517151942166,0.00152559667361548,"RACK1/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",6,"10-Topic Analysis","Topic k4"
"GO:0006839","BP","GO:0006839","mitochondrial transport","8/97","246/17073",7.94307703828054e-05,0.0017707881527732,0.00153045099913781,"PMAIP1/TIMM13/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/MRS2",8,"10-Topic Analysis","Topic k4"
"GO:0046785","BP","GO:0046785","microtubule polymerization","5/97","80/17073",9.15855561468397e-05,0.00201980618986202,0.00174567149463812,"HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",5,"10-Topic Analysis","Topic k4"
"GO:00064021","BP","GO:0006402","mRNA catabolic process","10/97","403/17073",9.70929586466603e-05,0.00210127648256643,0.00181608437303594,"RPL8/RPL14/RPL11/RPS3A/RPS27A/HSPA1A/HSPA1A/HSPA1A/HSPA1A/HSPA1A",10,"10-Topic Analysis","Topic k4"
